earner_id,city_id,date,trips_count,rides_distance_km,rides_duration_mins,rides_gross_fare,rides_net_earnings,rides_tips,orders_count,eats_distance_km,eats_duration_mins,eats_delivery_fee,eats_net_earnings,eats_tips,total_jobs,total_net_earnings,total_tips,week
E10004,4,2023-03-04,1,8.57,20,18.75,14.06,0,0,0,0,0,0,0,1,14.06,0,2023-W09
E10004,5,2023-01-11,1,5.75,19,13.93,10.45,0,0,0,0,0,0,0,1,10.45,0,2023-W02
E10004,5,2023-04-23,1,7.6,34,15.74,11.8,0,0,0,0,0,0,0,1,11.8,0,2023-W16
E10005,2,2023-03-13,1,4.94,25,8.27,6.2,0,0,0,0,0,0,0,1,6.2,0,2023-W11
E10005,4,2023-01-02,1,5.91,10,12.08,9.06,3.83,0,0,0,0,0,0,1,9.06,3.83,2023-W01
E10005,5,2023-01-14,1,6.37,13,18.73,14.05,0,0,0,0,0,0,0,1,14.05,0,2023-W02
E10005,5,2023-01-18,1,8.95,7,20.52,15.39,0,0,0,0,0,0,0,1,15.39,0,2023-W03
E10005,5,2023-01-22,1,8.74,29,18.63,13.97,0,0,0,0,0,0,0,1,13.97,0,2023-W03
E10005,5,2023-02-05,1,11.08,32,22.23,16.67,0,0,0,0,0,0,0,1,16.67,0,2023-W05
E10005,5,2023-02-14,1,8.94,26,17.65,13.24,0,0,0,0,0,0,0,1,13.24,0,2023-W07
E10005,5,2023-02-19,1,4.17,19,7.25,5.44,0,0,0,0,0,0,0,1,5.44,0,2023-W07
E10005,5,2023-02-20,1,7.62,28,14.12,10.59,0,0,0,0,0,0,0,1,10.59,0,2023-W08
E10005,5,2023-02-27,1,10.75,23,17.94,13.45,0,0,0,0,0,0,0,1,13.45,0,2023-W09
E10005,5,2023-02-28,1,8.18,16,19.35,14.51,0,0,0,0,0,0,0,1,14.51,0,2023-W09
E10005,5,2023-03-14,1,9.45,32,15.37,11.53,0.93,0,0,0,0,0,0,1,11.53,0.93,2023-W11
E10005,5,2023-03-29,1,7.14,8,11.85,8.89,0,0,0,0,0,0,0,1,8.89,0,2023-W13
E10005,5,2023-04-05,1,9.01,41,17.76,13.32,0,0,0,0,0,0,0,1,13.32,0,2023-W14
E10005,5,2023-04-20,3,21.47,54,43.42,32.56,0,0,0,0,0,0,0,3,32.56,0,2023-W16
E10005,5,2023-04-21,1,4.03,13,6.42,4.82,0,0,0,0,0,0,0,1,4.82,0,2023-W16
E10005,5,2023-04-23,1,7.04,17,16.22,12.16,0,0,0,0,0,0,0,1,12.16,0,2023-W16
E10005,5,2023-04-26,1,4.08,36,9.19,6.89,0,0,0,0,0,0,0,1,6.89,0,2023-W17
E10005,5,2023-04-27,1,1.65,37,3.39,2.54,0,0,0,0,0,0,0,1,2.54,0,2023-W17
E10005,5,2023-04-29,2,8.4,61,18.6,13.96,0,0,0,0,0,0,0,2,13.96,0,2023-W17
E10005,5,2023-04-30,1,7.36,13,10.57,7.93,1.14,0,0,0,0,0,0,1,7.93,1.14,2023-W17
E10006,3,2023-03-03,1,3.35,41,6.33,4.75,0,0,0,0,0,0,0,1,4.75,0,2023-W09
E10006,5,2023-01-22,2,5.42,20,12.74,9.55,0,0,0,0,0,0,0,2,9.55,0,2023-W03
E10006,5,2023-01-30,1,2.55,11,4.36,3.27,2.42,0,0,0,0,0,0,1,3.27,2.42,2023-W05
E10006,5,2023-02-07,1,5.18,34,8.6,6.45,1.79,0,0,0,0,0,0,1,6.45,1.79,2023-W06
E10006,5,2023-02-14,1,5.16,32,9.8,7.35,0,0,0,0,0,0,0,1,7.35,0,2023-W07
E10006,5,2023-03-12,1,8.68,23,14.41,10.81,0.53,0,0,0,0,0,0,1,10.81,0.53,2023-W10
E10006,5,2023-03-21,1,5.16,40,11.69,8.77,0,0,0,0,0,0,0,1,8.77,0,2023-W12
E10006,5,2023-04-01,1,9.18,23,21.51,16.13,0,0,0,0,0,0,0,1,16.13,0,2023-W13
E10006,5,2023-04-15,1,5.76,13,12.1,9.08,0,0,0,0,0,0,0,1,9.08,0,2023-W15
E10006,5,2023-04-24,1,7.85,32,14.57,10.93,0,0,0,0,0,0,0,1,10.93,0,2023-W17
E10007,1,2023-03-13,1,7.88,36,13.39,10.04,0,0,0,0,0,0,0,1,10.04,0,2023-W11
E10007,2,2023-01-02,1,7.86,31,12.84,9.63,0,0,0,0,0,0,0,1,9.63,0,2023-W01
E10007,2,2023-01-12,1,6.5,41,14.35,10.76,0,0,0,0,0,0,0,1,10.76,0,2023-W02
E10007,2,2023-01-25,1,1.4,37,2.95,2.21,0,0,0,0,0,0,0,1,2.21,0,2023-W04
E10007,2,2023-01-26,1,6.17,26,11.35,8.51,0,0,0,0,0,0,0,1,8.51,0,2023-W04
E10007,2,2023-02-07,1,4.6,39,9.08,6.81,0,0,0,0,0,0,0,1,6.81,0,2023-W06
E10007,2,2023-02-18,1,5.09,27,11.46,8.6,0,0,0,0,0,0,0,1,8.6,0,2023-W07
E10007,2,2023-02-26,1,9.68,12,17.78,13.34,0.03,0,0,0,0,0,0,1,13.34,0.03,2023-W08
E10007,2,2023-03-10,1,7.1,17,11.6,8.7,0,0,0,0,0,0,0,1,8.7,0,2023-W10
E10007,2,2023-03-15,1,2.82,12,7.35,5.51,0,0,0,0,0,0,0,1,5.51,0,2023-W11
E10007,2,2023-03-17,1,7.36,31,11.24,8.43,0,0,0,0,0,0,0,1,8.43,0,2023-W11
E10007,2,2023-03-31,1,7.38,36,12.59,9.44,0,0,0,0,0,0,0,1,9.44,0,2023-W13
E10007,2,2023-04-04,1,1.71,28,3.56,2.67,0,0,0,0,0,0,0,1,2.67,0,2023-W14
E10007,2,2023-04-06,1,6.92,8,22.56,16.92,0,0,0,0,0,0,0,1,16.92,0,2023-W14
E10007,2,2023-04-09,1,6.92,10,21.02,15.76,0,0,0,0,0,0,0,1,15.76,0,2023-W14
E10007,2,2023-04-20,1,3.35,27,6.04,4.53,0.18,0,0,0,0,0,0,1,4.53,0.18,2023-W16
E10007,2,2023-04-21,1,4.16,19,7.44,5.58,0,0,0,0,0,0,0,1,5.58,0,2023-W16
E10007,2,2023-04-22,1,10.03,14,25.7,19.28,5.07,0,0,0,0,0,0,1,19.28,5.07,2023-W16
E10007,5,2023-04-03,1,5.18,24,10.59,7.94,0,0,0,0,0,0,0,1,7.94,0,2023-W14
E10008,4,2023-01-07,1,9.14,20,15.85,11.89,0,0,0,0,0,0,0,1,11.89,0,2023-W01
E10008,4,2023-01-26,2,11.5,67,29.72,22.29,3.03,0,0,0,0,0,0,2,22.29,3.03,2023-W04
E10008,4,2023-01-31,1,5.12,8,9.6,7.2,0,0,0,0,0,0,0,1,7.2,0,2023-W05
E10008,4,2023-02-06,1,4.96,13,9.68,7.26,0,0,0,0,0,0,0,1,7.26,0,2023-W06
E10008,4,2023-02-27,1,4.71,24,9.76,7.32,0,0,0,0,0,0,0,1,7.32,0,2023-W09
E10008,4,2023-03-15,1,5.28,16,11.84,8.88,0,0,0,0,0,0,0,1,8.88,0,2023-W11
E10008,4,2023-03-17,1,6.95,15,10.5,7.88,0,0,0,0,0,0,0,1,7.88,0,2023-W11
E10008,4,2023-04-10,1,8.81,33,16.33,12.25,0,0,0,0,0,0,0,1,12.25,0,2023-W15
E10008,4,2023-04-18,1,9.71,15,28.49,21.37,0,0,0,0,0,0,0,1,21.37,0,2023-W16
E10008,4,2023-04-23,1,7.74,22,16.33,12.25,0,0,0,0,0,0,0,1,12.25,0,2023-W16
E10008,4,2023-04-24,1,7.82,23,15.53,11.65,0,0,0,0,0,0,0,1,11.65,0,2023-W17
E10008,5,2023-01-13,1,4.59,19,8.33,6.25,0,0,0,0,0,0,0,1,6.25,0,2023-W02
E10008,5,2023-01-17,1,1.2,7,3.02,2.26,0,0,0,0,0,0,0,1,2.26,0,2023-W03
E10009,2,2023-01-03,2,16.99,46,36.89,27.67,0,0,0,0,0,0,0,2,27.67,0,2023-W01
E10009,2,2023-01-12,1,3.33,28,7.07,5.3,0,0,0,0,0,0,0,1,5.3,0,2023-W02
E10009,2,2023-01-14,1,3.39,19,6.45,4.84,0,0,0,0,0,0,0,1,4.84,0,2023-W02
E10009,2,2023-01-30,1,4.48,17,7.94,5.96,0,0,0,0,0,0,0,1,5.96,0,2023-W05
E10009,2,2023-02-18,1,6.95,22,12.23,9.17,0,0,0,0,0,0,0,1,9.17,0,2023-W07
E10009,2,2023-03-08,1,7.88,16,15.06,11.3,0,0,0,0,0,0,0,1,11.3,0,2023-W10
E10009,2,2023-03-11,1,7.55,18,13.24,9.93,0,0,0,0,0,0,0,1,9.93,0,2023-W10
E10009,2,2023-04-12,1,3.56,26,7.24,5.43,0,0,0,0,0,0,0,1,5.43,0,2023-W15
E10009,2,2023-04-30,1,5.5,24,9.61,7.21,0,0,0,0,0,0,0,1,7.21,0,2023-W17
E10010,1,2023-01-02,1,5.82,33,10.05,7.54,0,0,0,0,0,0,0,1,7.54,0,2023-W01
E10010,1,2023-01-16,3,21.06,100,40.06,30.04,2.14,0,0,0,0,0,0,3,30.04,2.14,2023-W03
E10010,1,2023-02-01,1,7.79,33,13.91,10.43,0,0,0,0,0,0,0,1,10.43,0,2023-W05
E10010,1,2023-02-03,1,7.82,34,13.04,9.78,0,0,0,0,0,0,0,1,9.78,0,2023-W05
E10010,1,2023-02-06,1,7.12,41,16.76,12.57,0,0,0,0,0,0,0,1,12.57,0,2023-W06
E10010,1,2023-02-09,1,4.13,9,7.42,5.56,0,0,0,0,0,0,0,1,5.56,0,2023-W06
E10010,1,2023-02-12,1,8.59,21,15.04,11.28,0,0,0,0,0,0,0,1,11.28,0,2023-W06
E10010,1,2023-02-15,1,3.66,35,6.83,5.12,0,0,0,0,0,0,0,1,5.12,0,2023-W07
E10010,1,2023-02-21,1,6.96,33,11.39,8.54,0,0,0,0,0,0,0,1,8.54,0,2023-W08
E10010,1,2023-02-28,1,4.73,10,13.29,9.97,0,0,0,0,0,0,0,1,9.97,0,2023-W09
E10010,1,2023-03-06,1,3.55,10,6.26,4.7,0,0,0,0,0,0,0,1,4.7,0,2023-W10
E10010,1,2023-03-18,1,6.95,9,12,9,0,0,0,0,0,0,0,1,9,0,2023-W11
E10010,1,2023-03-25,1,6.52,27,11.86,8.9,0,0,0,0,0,0,0,1,8.9,0,2023-W12
E10010,1,2023-03-31,1,7.41,8,17.28,12.96,0,0,0,0,0,0,0,1,12.96,0,2023-W13
E10010,1,2023-04-30,1,4.09,26,9.4,7.05,3.36,0,0,0,0,0,0,1,7.05,3.36,2023-W17
E10010,2,2023-04-10,1,2.4,20,5.03,3.77,0,0,0,0,0,0,0,1,3.77,0,2023-W15
E10011,3,2023-01-18,1,7.59,14,11.34,8.5,0,0,0,0,0,0,0,1,8.5,0,2023-W03
E10011,3,2023-02-13,1,7.93,27,22.47,16.85,0,0,0,0,0,0,0,1,16.85,0,2023-W07
E10011,4,2023-01-21,1,5.41,40,11.76,8.82,0,0,0,0,0,0,0,1,8.82,0,2023-W03
E10011,5,2023-01-01,1,13.39,39,21.17,15.88,0,0,0,0,0,0,0,1,15.88,0,2022-W52
E10011,5,2023-01-31,1,5.84,31,10.8,8.1,0,0,0,0,0,0,0,1,8.1,0,2023-W05
E10011,5,2023-02-01,1,9.65,33,15.61,11.71,0,0,0,0,0,0,0,1,11.71,0,2023-W05
E10011,5,2023-02-08,1,10.54,34,15.75,11.81,0.23,0,0,0,0,0,0,1,11.81,0.23,2023-W06
E10011,5,2023-02-09,1,5.81,11,14.22,10.66,2.34,0,0,0,0,0,0,1,10.66,2.34,2023-W06
E10011,5,2023-02-18,1,6.99,17,12.7,9.52,0,0,0,0,0,0,0,1,9.52,0,2023-W07
E10011,5,2023-02-19,1,4.16,33,7.42,5.56,0,0,0,0,0,0,0,1,5.56,0,2023-W07
E10011,5,2023-02-25,1,5.27,17,9.99,7.49,0,0,0,0,0,0,0,1,7.49,0,2023-W08
E10011,5,2023-03-15,1,3.81,28,8.67,6.5,0,0,0,0,0,0,0,1,6.5,0,2023-W11
E10011,5,2023-03-16,1,1.9,17,4.11,3.08,1.97,0,0,0,0,0,0,1,3.08,1.97,2023-W11
E10011,5,2023-03-19,1,4.14,26,10.42,7.82,0,0,0,0,0,0,0,1,7.82,0,2023-W11
E10011,5,2023-03-24,1,6.01,38,14.58,10.94,1.78,0,0,0,0,0,0,1,10.94,1.78,2023-W12
E10011,5,2023-03-29,1,7.25,16,15.1,11.32,0,0,0,0,0,0,0,1,11.32,0,2023-W13
E10011,5,2023-04-03,1,6.22,30,13.96,10.47,0,0,0,0,0,0,0,1,10.47,0,2023-W14
E10011,5,2023-04-05,1,8.04,23,13.01,9.76,2.01,0,0,0,0,0,0,1,9.76,2.01,2023-W14
E10011,5,2023-04-17,1,7.61,28,13.38,10.04,0,0,0,0,0,0,0,1,10.04,0,2023-W16
E10012,1,2023-01-29,1,7.52,19,12.57,9.43,0,0,0,0,0,0,0,1,9.43,0,2023-W04
E10012,1,2023-03-22,1,6.3,38,12.77,9.58,0,0,0,0,0,0,0,1,9.58,0,2023-W12
E10012,2,2023-04-26,1,9.69,15,16.05,12.04,0,0,0,0,0,0,0,1,12.04,0,2023-W17
E10012,3,2023-01-01,1,4.48,30,10,7.5,0,0,0,0,0,0,0,1,7.5,0,2022-W52
E10012,3,2023-01-23,2,4.75,27,11.47,8.61,0,0,0,0,0,0,0,2,8.61,0,2023-W04
E10012,3,2023-01-24,1,5.05,23,9.26,6.94,0,0,0,0,0,0,0,1,6.94,0,2023-W04
E10012,3,2023-02-04,1,4.58,36,8.78,6.59,0.25,0,0,0,0,0,0,1,6.59,0.25,2023-W05
E10012,3,2023-02-05,1,3.93,39,8.53,6.4,0,0,0,0,0,0,0,1,6.4,0,2023-W05
E10012,3,2023-02-18,1,5.97,12,11.06,8.3,0,0,0,0,0,0,0,1,8.3,0,2023-W07
E10012,3,2023-02-19,1,9.1,29,15.61,11.71,0,0,0,0,0,0,0,1,11.71,0,2023-W07
E10012,3,2023-02-25,1,5.64,41,13.14,9.86,0,0,0,0,0,0,0,1,9.86,0,2023-W08
E10012,3,2023-03-13,1,5.38,37,12.29,9.22,0,0,0,0,0,0,0,1,9.22,0,2023-W11
E10012,3,2023-03-14,1,5.55,34,9.83,7.37,0,0,0,0,0,0,0,1,7.37,0,2023-W11
E10012,3,2023-04-24,1,8.06,37,13.97,10.48,0,0,0,0,0,0,0,1,10.48,0,2023-W17
E10013,1,2023-02-26,1,12.55,15,43.68,32.76,0,0,0,0,0,0,0,1,32.76,0,2023-W08
E10013,1,2023-04-15,1,7.04,8,12.13,9.1,0,0,0,0,0,0,0,1,9.1,0,2023-W15
E10013,3,2023-01-15,1,9.47,38,21.18,15.88,0,0,0,0,0,0,0,1,15.88,0,2023-W02
E10013,3,2023-01-18,1,8.44,38,16.24,12.18,0.74,0,0,0,0,0,0,1,12.18,0.74,2023-W03
E10013,3,2023-01-29,1,4.56,8,11.99,8.99,0,0,0,0,0,0,0,1,8.99,0,2023-W04
E10013,3,2023-01-31,1,1.2,28,4.54,3.4,2.28,0,0,0,0,0,0,1,3.4,2.28,2023-W05
E10013,3,2023-02-13,1,10.33,22,19.08,14.31,0,0,0,0,0,0,0,1,14.31,0,2023-W07
E10013,3,2023-02-24,1,9.99,14,20.03,15.02,0,0,0,0,0,0,0,1,15.02,0,2023-W08
E10013,3,2023-03-01,1,4.35,14,8.23,6.17,0,0,0,0,0,0,0,1,6.17,0,2023-W09
E10013,3,2023-03-07,1,4.66,19,7.05,5.29,0,0,0,0,0,0,0,1,5.29,0,2023-W10
E10013,3,2023-03-09,1,4.56,23,8.14,6.1,0,0,0,0,0,0,0,1,6.1,0,2023-W10
E10013,3,2023-03-22,1,7.17,20,15.68,11.76,0,0,0,0,0,0,0,1,11.76,0,2023-W12
E10013,3,2023-04-18,1,10.51,8,18.69,14.02,0,0,0,0,0,0,0,1,14.02,0,2023-W16
E10013,3,2023-04-22,1,5.4,23,9.41,7.06,0,0,0,0,0,0,0,1,7.06,0,2023-W16
E10013,3,2023-04-25,1,6.1,15,12.12,9.09,0,0,0,0,0,0,0,1,9.09,0,2023-W17
E10014,1,2023-01-11,1,7.48,29,14.67,11,0,0,0,0,0,0,0,1,11,0,2023-W02
E10014,3,2023-03-23,1,8.65,32,19.69,14.77,0,0,0,0,0,0,0,1,14.77,0,2023-W12
E10014,4,2023-01-12,1,2.69,22,6.54,4.9,0,0,0,0,0,0,0,1,4.9,0,2023-W02
E10014,4,2023-01-13,1,6.7,24,11.47,8.6,0,0,0,0,0,0,0,1,8.6,0,2023-W02
E10014,4,2023-01-28,1,2.41,27,5.58,4.18,0,0,0,0,0,0,0,1,4.18,0,2023-W04
E10014,4,2023-01-30,1,8.15,13,18.47,13.85,0,0,0,0,0,0,0,1,13.85,0,2023-W05
E10014,4,2023-02-02,1,6.17,42,12.87,9.65,0,0,0,0,0,0,0,1,9.65,0,2023-W05
E10014,4,2023-02-06,1,4.21,35,8.23,6.17,0,0,0,0,0,0,0,1,6.17,0,2023-W06
E10014,4,2023-02-19,1,8.09,36,11.71,8.78,0,0,0,0,0,0,0,1,8.78,0,2023-W07
