city_id,hexagon_id9,job_count,cancellation_rate_pct
1,8920c76127d331e,1,4.58
1,89211224f353cc2,1,3.38
1,89214e61e649676,1,4.37
1,89218e77c33f1bf,1,5.93
1,8921930dd2fbbc0,1,5.8
1,8921df62e8845d5,1,3.8
1,892207267ec4cb7,1,4.76
1,892233de6598b95,1,1.19
1,89225ea4f4a86fd,1,5.56
1,89228340cd61c57,1,1.85
1,8922ad82041caa9,1,3.11
1,8922e2b5ac60a1b,1,1.71
1,892357176cfd47f,1,1.66
1,89238089fae4915,1,4.93
1,8923a13a9eda139,1,3.8
1,8924064875d1c91,1,5.18
1,8924134d0b51ba8,1,1.41
1,89246dcf03f0c88,1,4.69
1,8924bebb305fc17,1,2.81
1,8924cdbca5718c0,1,2.57
1,89257ad6c467f37,1,3.31
1,8926059a28e0d3c,1,5.86
1,89263acbca0ef34,1,6.19
1,8926c7f25402efd,1,5.45
1,8926e4545967ace,1,2.22
1,892757f65ae5a93,1,5.21
1,8927d77d7469e2b,1,3.51
1,8928139e630937b,1,5.29
1,8928a6bde5737e4,1,1.99
1,8928b65997a7657,1,3.27
1,89291c9af6791a3,1,4.84
1,8929299edf7ff43,1,3.05
1,8929a59053a1c2a,1,6.7
1,892a06c1a4018bd,1,4.07
1,892a4fe05124c49,1,5.76
1,892a5627298491e,1,4.27
1,892ac8d9c235fea,1,1.19
1,892b03b186242dc,1,2.23
1,892b0a3f11108fa,1,2.46
1,892b879d4b6d7b3,1,2.04
1,892bb9183673076,1,3.38
1,892c111de535d03,1,3.7
1,892c2504979d952,1,3.13
1,892c4fdefc35304,1,7.26
1,892c5a52e30b63f,1,3.23
1,892d15b56ad9f32,1,4.1
1,892d7024b4bb352,1,1.9
1,892dc27b7dd7931,1,2.7
1,892dde952f155de,1,3.44
1,892e0d64e34521f,1,2.29
1,892e5dc26539cb6,1,5.05
1,892e65042aa1363,1,1.55
1,892e91cd8bb1978,1,5.18
1,892ef26ee54b052,1,4.16
1,892f1c8d0263fd0,1,6.11
1,892f645b18d4201,1,5.25
1,892f65b4f24b251,1,5.47
1,892fcaa6f77b31a,1,6.5
1,892ff18efba0a4b,1,1.8
1,89300ac48a460ba,1,1.19
1,893014f8fba406b,1,3.07
1,893025403329c66,1,3.99
1,8930686e4279545,1,3.69
1,893088763a5eefd,1,5.83
1,89316bffc95e79d,1,4.97
1,89317907a538bf8,1,8.09
1,8931fcbc04d4ff1,1,1.19
1,89321c827608b44,1,3.56
1,89323c7a5f53d4b,1,2.34
1,893246115d5d6f6,1,6.03
1,89326481f81f0f7,1,2.81
1,8932a05296e3f67,1,2.34
1,8932b2aae8b946d,1,4.9
1,8932f32af06f1db,1,4.99
1,8932f81ea89943c,1,4.03
1,89331eb8d16fe70,1,3.29
1,8933d4678031448,1,5.36
1,8934ccad83aab0e,1,1.19
1,8934fc22e15fdb3,1,5.95
1,89351ad636f8ae5,1,1.19
1,893537a36b48a01,1,4.99
1,89354065b658ca1,1,4.01
1,89356e5d93d61e4,1,3.28
1,8935c8497b243be,1,4.89
1,8935c99d294e33f,1,4.44
1,8936179855202e3,1,3.27
1,893624d81519bfb,1,7.49
1,89363e487e29ae7,1,5.42
1,89365f1e5a29395,1,2.73
1,8936f804623508b,1,6.32
1,89378e7a652f313,1,1.69
1,8937ae879a2d2b3,1,6.09
1,8937c42d8be1805,1,1.19
1,8937cebff050354,1,5.28
1,89387a869801d8f,1,1.89
1,8938b82266f916e,1,3.29
1,89396513dd35c75,1,3.05
1,893993e21683c7a,1,6.37
1,8939986f6bca985,1,3.34
1,893ab011f88499d,1,5.72
1,893af14b316170e,1,6.2
1,893b08c5dfe5928,1,1.5
1,893b96d37b04071,1,5.59
1,893c5d0b73afcfc,1,1.19
1,893c7a47c62803a,1,6.82
1,893cdd5603874f8,1,5.84
1,893d0fad9321f48,1,1.19
1,893d3cc1e31d68f,1,5.48
1,893d746b3ae6494,1,3.86
1,893da6045f2e3d4,1,5.13
1,893e4bb2e8d118e,2,1.6
1,893e7568dc7f1af,1,5.78
1,893e882a7b56297,1,5.15
1,893ee10812cdf49,1,2.92
1,893f0bc0636d24b,1,4.47
1,893f2feb8027000,1,8.64
1,893f750dc1e5187,1,5.65
1,893ffeccf312882,1,2.25
1,8940057f2f0e909,1,5.51
1,8940497933204da,1,4.96
1,894095fa964490c,1,3.07
1,8940fa38da4bf03,1,6.12
1,894153b5560af92,1,1.19
1,8941a14ead79a3f,1,4.56
1,89425dc66258e5c,1,5.33
1,894367d34286eee,1,3.13
1,89439807d5495db,1,3.59
1,89441348258dbfc,1,1.19
1,894465fc9cfdd1d,1,5.93
1,8944f1370adc963,1,1.19
1,894502ff4348c43,1,2.61
1,8945085851310cf,1,1.56
1,89453ec2ec0a347,1,4.2
1,894612cea3b3ce8,1,5.55
1,8946b9cec240271,1,4.19
1,894701d5ddec920,1,2.36
1,894727093b074cb,1,4.1
1,89478dc0b141767,1,5.34
1,8947cf31fffbebb,1,3.34
1,8947e6914c68698,1,6.3
1,8947ebf5de441a9,1,4.74
1,89480a07db34aae,1,3.59
1,89484a48b5e328b,1,5.2
1,8948b6eadd5de24,1,1.81
1,8948f10aa7097cd,1,2.91
1,89495ae54507e8c,1,2.51
1,8949a85fb31ae7d,1,1.19
1,8949f44c36ae3e8,1,2.75
1,894a263ed88b9d7,1,4.81
1,894a2cb68af811c,1,6.28
1,894a4f8b250e92a,1,1.86
1,894a5a7c63c861b,1,5.7
1,894a7f036a9dfd7,1,2.98
1,894b0275de00386,1,2.88
1,894b1c629cb6387,1,4.08
1,894b55f7f392f55,1,2.28
1,894b8a9b2a3362c,1,3.16
1,894bf8dbe20625b,1,1.19
1,894c85a78569105,1,5.78
1,894c9a6335dd6c0,1,1.19
1,894caf07bfd26eb,1,3.94
1,894cb5bf8557a77,1,1.41
1,894cc499509058f,1,6.2
1,894d273725b3589,1,2.96
1,894d605284fb02d,1,4.97
1,894d6c54efb54b9,1,4.45
1,894d9f55501ad22,1,2.33
1,894db7e29f796ed,1,1.89
1,894e69a43a3ec19,1,1.19
1,894f209b63361c6,1,4.53
1,894f2c32ce35ec1,1,5.08
1,894f5f78e1b03a2,1,4.58
1,895051b3826b301,1,1.19
1,895053e76418d66,1,5.05
1,89507ee97969b22,1,8.18
1,8951095174673aa,1,3.52
1,89513e113a4d418,1,5.4
1,89519c0b78b4ddc,1,6.62
1,8951a078f8cebfd,1,3.45
1,8951be0254618de,1,4.59
1,8952218830e9d7f,1,5.7
1,89523f6db03b046,1,3.51
1,8952473bcb0e782,1,1.19
1,8952a206a217f2d,1,3.15
1,8952d1dc9f2e58c,1,3.48
1,8952ee7e2496ff7,1,6.22
1,8953094f1b29bfe,1,1.7
1,89539f227513af3,1,3.43
1,8953a75489630ca,1,5.66
1,8953b9b2b7b977d,1,6.97
1,8953d26ce4fe56f,1,2.11
1,8953e2c45b8ac74,1,4.83
1,8954b2018a070d8,1,4.32
1,8954b8cd0d70f4a,1,1.94
1,8954f28cdfaed11,1,3.99
1,89552931a391bfe,1,5.24
1,895546e823bdfed,1,1.19
1,89558af97f64697,1,2.42
1,8955965b9427431,1,4.1
1,89559784c17ebe0,1,5.2
1,89559ae93317189,1,3.28
1,8955aa2cbab9013,1,6.09
1,8956172e8eef8ab,1,7.08
1,89564a693952e5a,1,7.09
1,89568e60ac6a9b0,1,7.68
1,8956a01330e7093,1,5.39
1,8956c954d6c4741,1,3.22
1,8956cff9b810beb,1,6.42
1,8956f1dea1dd400,1,1.19
1,8957fa9b86051bf,1,3.69
1,8957fc9d5cf909d,1,2.44
1,89580368262e80b,1,5.74
1,895832fc71d959b,1,5.83
1,895834d1a9b3349,1,3.16
1,895870e3c2c77e5,1,5.9
1,895885a4a6c4497,1,5.71
1,8958bdd7b2b8c53,1,3.55
1,8958cfc5ada8371,1,6.49
1,8958ec4f752e471,1,1.75
1,8959aa94b5964bb,1,5.76
1,8959caf6a821e3a,1,3.89
1,8959d0687622b35,1,4.62
1,895a758942827ea,1,3.24
1,895a8fc5735b9fb,1,1.45
1,895a916b060e398,1,1.19
1,895b6f17c2fbde6,2,2.13
1,895be8d9c8c82d1,1,5.22
1,895bea9d08c8841,1,3.66
1,895bf60092a4323,1,1.19
1,895c467c7695bfb,1,2.23
1,895c7c95ee5eca4,1,7.53
1,895c8dcdbe95fa8,1,8.22
1,895c97d7b47861a,1,2.08
1,895ca3840021689,1,5.37
1,895d1b3ec733502,1,5.73
1,895d90c54cd310a,1,3.16
1,895da00d206d64f,1,2.78
1,895df972b656ad0,1,3.96
1,895e093c05e7651,1,6.23
1,895e1b920431912,1,1.19
1,895e332a9d43263,1,5.5
1,895e8291d225cb0,1,3.62
1,895ea51fa8b3c04,1,1.54
1,895ee2ff58e8911,1,1.19
1,895efa1a2ea38bb,1,5.48
1,895f0732534eacb,1,4.08
1,895f0afe60250f9,1,7.08
1,895f475e73c80b7,1,6.73
1,895f5f2b8b47a21,1,1.19
1,895f75fa2c7012f,1,3.63
1,895fba481f8310c,1,1.38
1,895fee80d1ef833,1,4.96
1,896080b291f03d0,1,1.19
1,8960a1661c5e638,1,2.75
1,8960a562e7b3d81,1,5.64
1,8960ee0a40edd6f,1,2.52
1,896101e4cd68b1f,1,3.78
1,896140f37fa339d,1,1.19
1,8961536d486909f,1,5.48
1,89618523a407860,1,5.56
1,89622684d6755ba,1,4.18
1,89623e1afb652ca,1,5.28
1,89628a799706985,1,2.45
1,8962947b09dbaf4,1,2.67
1,8962d5d812afc67,1,4.47
1,8962f6e5ba7d6cf,1,3.91
1,89633a9385e1d58,1,4.72
1,896347573a87830,1,2.01
1,8963788d2746b63,1,5.85
1,8963b72e7f2b289,1,3.19
1,8963b843e127773,1,4.14
1,8963ed5601cf5a1,1,4.04
1,8964423bb75dddc,1,3.39
1,8964c0dd11f76f9,1,1.19
1,89651a0534680d0,1,5.31
1,89652d6e528e003,1,4.08
1,89659d2f1efa785,1,4.12
1,8965c9efee868d8,1,5.06
1,8965d29a355ef3c,1,5.58
1,89661cb01169bc4,1,1.19
1,8966321cc5cda01,1,1.46
1,89669026374d198,1,3.96
1,8966a43b11f2a61,1,4.3
1,8966cbf437ef1b1,1,1.19
1,8966f3b2ee10a5c,1,7.82
1,89671e5db5c4233,1,3.52
1,89673dc76bbea5a,1,1.19
1,896742dbbc0f034,1,6.53
1,896782b0110695e,1,1.52
1,8967b73e28494c7,1,4.6
1,8967df3bd503e44,1,3.66
1,8967fcf34648bb0,1,4.29
1,896815e004ac4f6,1,1.19
1,89682cba396eed1,1,3.96
1,89684cbbdac6370,1,5.11
1,8968b96b61d5daf,1,6.98
1,8968caabadc3ed3,1,1.56
1,8968eb668e7068b,1,1.19
1,89696084caefae6,1,4.81
1,8969b88edec9805,1,4.46
1,896a4b53fca338c,1,6.7
1,896ac47d40e4119,1,2.46
1,896ba3672363276,1,3.64
1,896ba5666b6cf96,1,3.15
1,896bf255c49609d,1,1.81
1,896c009414ab7df,1,4.79
1,896c4c90fb1b08c,1,6.13
1,896c81686c31fd2,1,3.76
1,896cad33fc9eabc,1,3.84
1,896d189bb597b84,1,6.72
1,896d8605834a311,1,4.01
1,896d8efad2cc59d,1,1.72
1,896dfd8907fbd15,1,4.85
1,896e2cc4b6959cb,1,1.19
1,896e3eed13ef9c2,1,3.9
1,896e9bbc0ad5fc3,1,5.89
1,896ec4203bef372,1,3.54
1,896efb9e7ce2f17,1,1.19
1,896f172aef509bb,1,3.63
1,896f1deace931ac,1,1.19
1,896f4553eaa6705,1,2.86
1,896fe010faf4acb,1,3.39
1,897036ef1828955,1,2.71
1,897048b729754be,1,4.46
1,8970899c1fa85c8,1,2.7
1,897093f76eb189b,1,3.18
1,897147baca6d4ae,1,6.58
1,8972492b820b088,1,3.13
1,8973273318cf572,1,2.12
1,89732fd649bc717,1,7.15
1,8973614190a186d,1,4.83
1,8973875280ba1c5,1,2.04
1,8973937d528e4ef,1,5.8
1,89741f70e8fe878,1,3.7
1,89742dc3e65f01b,1,3.53
1,89747c4b7412677,1,5.01
1,8974df7581a168e,1,7.41
1,89755678002fae0,1,4.96
1,897592e358cb71f,1,3.4
1,8975ab9d90667e8,1,5.38
1,8975ac4f63be45b,1,6.35
1,8975bd1c3046c2b,1,1.69
1,8976ae991329485,1,3.59
1,8976d61d0cb160a,1,1.19
1,8976dbd76790b8c,1,1.19
1,8976e084ef525b4,1,6.31
1,897772ffcde92a5,1,4.85
1,897786f9506bfe3,1,4.22
1,8977b2dbca7b553,1,2.88
1,8977ca3e794d21e,1,2.96
1,8977f4fc6f38947,2,1.66
1,8977f6df1f78d2a,1,3.58
1,8977fb3fbd66b15,1,2.01
1,89783d92dc92c17,1,7.07
1,897861372f0169c,1,3.54
1,8978613eac57d8c,1,3.77
1,8978863e94057e7,1,4.41
1,8979054cad500a0,1,4.81
1,8979175b8d21b29,1,4.19
1,897953a6ea293c6,1,6.02
1,89797e8f7c7151e,1,4.92
1,8979901a4fec8a9,1,1.19
1,89799ab1b20a81a,1,3.6
1,8979ae2a34bc9b4,1,1.8
1,8979db96a55bb49,1,1.19
1,897a46df1171e97,1,7.36
1,897afb5b5582d9b,1,3.91
1,897b00094f5e1ab,1,4.18
1,897b1c194d18514,1,5.84
1,897b53363100633,1,2.29
1,897bc2727971c36,1,8.55
1,897cd33cb7571f0,1,4.41
1,897cdae5149e65e,1,5.52
1,897cdd099ea2544,1,6.03
1,897dac69bfde1c0,1,2.83
1,897ddb0d471519f,1,5.95
1,897e2a57ff8e5dd,1,3.67
1,897e388676a572e,1,2.97
1,897fc8be1b130c4,1,3.99
1,897ff3630f0a642,1,6.01
1,897fff8a32bb4a1,1,1.87
1,8980a96240c450e,1,4.69
1,8980d5f798744fd,1,4.36
1,8980ef57c522523,1,3.93
1,898188c71374a12,1,2.13
1,8981b17f1018117,1,1.55
1,8981dd7bb6a133d,1,4
1,8981ea161f3657e,1,6.43
1,8981efa7d61705a,1,4.58
1,89821e8b6ff0d5e,1,4.21
1,8982517e53625c8,1,4.05
1,898253e67ebaa25,1,5.25
1,8982a68c771f3ff,1,3.91
1,8982bf1f63fc475,1,2.72
1,898384656b6cf71,1,2.91
1,8983b25765d16b0,1,5.36
1,8983b98090e46d0,1,2.16
1,8984621fbf4a40f,1,3.62
1,89849b6f02508b8,1,3.89
1,8984d1c33c7595d,1,3.83
1,8984e3f08a2624b,1,1.19
1,8984f8760aec887,1,1.32
1,8985a0375b6e32a,1,6.46
1,89860289577f630,1,2.32
1,8986196f7793951,1,6.04
1,89863f984b20a92,1,7.93
1,8986e5282b2023e,1,2.02
1,8987400af6886d4,1,4.18
1,89875565aad214f,1,4.19
1,898781d44968138,1,1.19
1,8987ad7d1c61953,1,3.2
1,8987d15dccc46f0,1,6.1
1,8987de14c507e38,1,4.23
1,898881f09efcf98,1,1.53
1,8988cc27f12abd2,1,6.16
1,8988d54eb78917a,1,3.78
1,8989007ce7a6c32,1,2.42
1,898908027f96249,1,1.19
1,89893460438b2df,1,6.06
1,898950965dc47d1,2,1.6
1,8989906018d54cb,1,2.14
1,8989f63b689bc1a,1,1.97
1,898a0472df17b15,1,1.19
1,898a2a91c2e497c,1,3.96
1,898a485d1bf2db5,1,4.68
1,898a809c2617287,1,1.19
1,898a8c3aefea21a,1,5.67
1,898afb1632f7946,1,3.32
1,898b80fcf85b4e0,1,1.19
1,898be079e9e51fd,1,2.41
1,898c5bf2fdd28f8,1,1.43
1,898c6e6c98fbeeb,1,2.62
1,898d5581499fa0b,1,5.77
1,898db7213ec49d8,1,3.9
1,898dc82f1a7923d,1,3.51
1,898dd471172b208,1,7.4
1,898dd8ff5074aab,1,5.91
1,898de575d371410,1,1.7
1,898dedefb700828,1,3.74
1,898e50799f89708,1,5.68
1,898ef3308ddb901,1,3.47
1,898ef74e5306428,1,3.44
1,898f2732499433c,1,2.95
1,898f7621db38160,1,3.05
1,898fd06cdbb2e96,1,5.29
1,898fd65f8a8f866,1,3.52
1,89905f6d1c4cc7a,1,2.67
1,8990e54dc6338c5,1,3.11
1,89910c01d93ff23,1,1.19
1,89911ed399996c9,1,5.76
1,899175ed5727557,1,6.16
1,8991d4eadf8b5e7,1,6.08
1,89923aa653735c4,1,3.34
1,89927bd651a23ab,1,3.26
1,8992ba9a5c0cea2,1,1.19
1,8992bfdd8c47136,1,1.52
1,8992cd8acf2058f,1,8.05
1,899352434159f65,1,4.27
1,89938a667dde203,1,4.53
1,8993d38b43c46f9,1,8.83
1,8994029afd62e37,1,5.31
1,89942a12bd03228,1,6.18
1,89944b3d9792fb1,1,1.19
1,8994868285536a2,1,2.99
1,89949322c19d6b1,1,3.5
1,89950b73dddcc82,1,1.19
1,89952c3a5e03f92,1,3.48
1,8995c86e13fc42f,1,4.74
1,89962bc959dbeb7,1,1.64
1,8996e0ff8495627,1,5.38
1,89981f0bd5e2536,1,2.72
1,8998638db580a69,1,5.63
1,89988c97a691197,1,1.19
1,89990c76be31cbf,1,3.01
1,89998dd71a45ecf,1,2.86
1,8999e9690bf8719,1,3.26
1,8999ef3021989cb,1,5.09
1,899a208bf9395ce,1,3.39
1,899a2999ff6e6b7,1,2.35
1,899a909639dfc94,1,2.98
1,899b55b2310cbe5,1,3.09
1,899c4a8c17d4263,2,3.35
1,899ccc1f093fc51,1,5.47
1,899cd6fa638743b,1,1.19
1,899d0b92f1785fc,1,1.35
1,899d10f14fd0d6d,1,5.74
1,899d1a1cd2db5dc,1,2.34
1,899d539572f5d22,1,1.25
1,899d7d55afffe54,1,6.33
1,899d854f0208d4c,1,3.39
1,899eb9670fef8fb,1,2.99
1,899ec4d19626679,1,1.67
1,899f2f31f296d17,1,1.89
1,899f51e6639e1ab,1,6.35
1,899f8370e1e63bb,1,6.91
1,899f8a1f4898604,1,6.99
1,899fde57333d87a,1,2.3
1,89a00e36232c36f,1,2.95
1,89a01485d85d8e2,1,1.19
1,89a02a52f98a20c,1,3.9
1,89a1470844a3d02,1,1.59
1,89a16389cb055e5,1,3.17
1,89a16dbabfa5660,1,7.77
1,89a173ee2f7fb73,1,2.1
1,89a1c2976e283ef,1,4.53
1,89a1f3113478df8,1,2.83
1,89a1f63ad6b5c8a,1,1.19
1,89a1fce87682dc1,1,4.05
1,89a203f42ab17ab,1,3.44
1,89a2c408cc26e2b,1,1.19
1,89a2de79440f661,1,6.59
1,89a2ff2e913d3b8,1,4.44
1,89a3a314be0684d,1,6.19
1,89a3aa0accc2686,1,2.45
1,89a410bf0493a49,1,5.74
1,89a412353dc47ec,1,1.19
1,89a42adca9d914d,1,4.86
1,89a436f3807a3a6,1,2.99
1,89a446bc357f78c,1,2.99
1,89a456f4194d048,1,3.95
1,89a459c0c8aa295,1,3.43
1,89a4881583e596f,1,1.34
1,89a48ffcc0c9da2,1,3.08
1,89a4f4a33ee32aa,1,3.84
1,89a51b7f2005d68,1,5.05
1,89a5251eb671ff3,1,5.91
1,89a52ddcbe4a18a,1,8.18
1,89a5351a96d9698,1,5.09
1,89a5b7c056152dd,1,3.31
1,89a5db940ba40de,1,2.37
1,89a5f64c8f4a591,1,7.35
1,89a6237955c9f31,1,3.83
1,89a6280341b13d6,1,4.09
1,89a67a73d3bf13a,1,4.09
1,89a67dbf7a9c9a6,1,4.57
1,89a680b82c30829,1,4.93
1,89a68491f0ed66d,1,4.36
1,89a72b5e6c71700,1,4.69
1,89a7519294e3268,1,3.7
1,89a7685c276b18f,1,2.82
1,89a7a01b1f85bcf,1,3.5
1,89a7e1b2b286a16,1,3.86
1,89a824dd6f56614,1,2.89
1,89a87036313355a,1,1.19
1,89a88285ae29f93,1,5.29
1,89a89bb43e5150d,1,6.38
1,89a8f8682c78f02,1,5.76
1,89a900a8e51dd3b,1,3.39
1,89a92c2cb5a2f50,1,4.28
1,89a9417d197d144,1,3.91
1,89a94fb3bb8bb11,1,5.52
1,89a95e41fc63c90,1,1.75
1,89a9628e8afc1b3,1,2.97
1,89a977492c56d8e,1,2.56
1,89a98c15a726d7b,1,3.49
1,89a9ab6edc5f239,1,2.4
1,89a9c8ac989d6e8,1,1.19
1,89aa11500115f11,1,3.36
1,89aa1c128aa0acd,1,4.75
1,89aa1ccf29fa2ff,1,1.89
1,89aaaea0af0a923,1,1.19
1,89aab86dce3ee2d,1,1.75
1,89aad18b6960a8d,1,2.38
1,89aae34f0b13af3,1,3.82
1,89ab185830498f1,1,3.51
1,89ab204ba045998,1,3.98
1,89ab5f27c855413,1,1.77
1,89ab997665e6fbb,2,3.13
1,89aba4dab708805,1,7.69
1,89abbd9cc893aea,1,3.97
1,89ac9900d19f04d,1,1.19
1,89ace295e8d4e63,1,1.21
1,89ad40c77a8ce27,1,3.43
1,89ad9e88c52a6da,1,3.35
1,89adfe18a87a878,1,2.59
1,89ae31f7e68eb00,1,1.27
1,89aeaa2066c4286,1,4.24
1,89af2239137956d,1,1.86
1,89af4268b48d1d2,1,2.36
1,89af49c611a2c28,1,5.64
1,89af82260e8a30b,1,1.42
1,89aff05a7b86b5f,1,8.38
1,89b023025184371,1,3.88
1,89b09e2455562a6,1,4.88
1,89b0cf0a495ee2a,1,1.9
1,89b0ea8dc575729,1,1.44
1,89b110b940741f2,1,2.03
1,89b13f1cb8e0112,1,3.04
1,89b156471095292,1,5.94
1,89b175a51db11e3,1,1.19
1,89b1e5e18e1f9d1,1,5.87
1,89b229df5b449e4,1,2.74
1,89b236a8d519957,1,3.91
1,89b250f8223d862,1,1.19
1,89b2d5e94c9ebce,1,3.28
1,89b2f1cde42523b,1,2.52
1,89b3c5d014ad2c6,1,5.69
1,89b3d41e3b05676,1,1.19
1,89b40717b052a55,1,2.32
1,89b4378341798b8,1,3.67
1,89b5c283447dc75,1,5.86
1,89b6574c170ff5d,1,1.19
1,89b668d9b9a013c,1,6.69
1,89b679db3537ec7,1,5.22
1,89b68615f10e919,1,3.74
1,89b68a452722591,1,1.21
1,89b69ae924e7cde,1,3.16
1,89b6d66f28b2942,1,1.19
1,89b6d6d2991bf46,1,2.89
1,89b7cef10c4d399,1,6.68
1,89b7f0c0fab5935,1,1.19
1,89b83954c32688b,1,4.24
1,89b8510b29e6bfe,1,7.34
1,89b8653439fb45a,1,3.46
1,89b87436695aa94,1,6.54
1,89b8ebb1b6e948d,1,3.19
1,89b90b9bc22201c,1,3.53
1,89b917062ba39a5,1,3.88
1,89b9666023a230c,1,1.68
1,89ba58bcb431c0c,1,3.41
1,89badcdfc73a6ff,1,3.7
1,89bb1a11f6a474a,1,4.39
1,89bb24ce18b3684,1,5.11
1,89bb53632a78f55,1,1.35
1,89bb6f399e89e17,1,4.66
1,89bb795d3c5657c,1,2.51
1,89bbc968ee031b0,1,1.19
1,89bc2e95eb9495e,1,6.86
1,89bc46fb59d0cb3,1,5.88
1,89bd084a436c15c,1,1.39
1,89bd28a4e9bce78,1,6.26
1,89bd34a413551b7,1,3.43
1,89bd7a3f2396395,1,3.86
1,89bd9114937d0f4,1,4.92
