date,city_id,weather
2023-03-02,3,rain
2023-03-02,4,clear
2023-03-02,5,clear
2023-03-03,1,rain
2023-03-03,2,rain
2023-03-03,3,clear
2023-03-03,4,clear
2023-03-03,5,rain
2023-03-04,1,rain
2023-03-04,2,clear
2023-03-04,3,clear
2023-03-04,4,rain
2023-03-04,5,clear
2023-03-05,1,rain
2023-03-05,2,clear
2023-03-05,3,clear
2023-03-05,4,clear
2023-03-05,5,clear
2023-03-06,1,rain
2023-03-06,2,clear
2023-03-06,3,clear
2023-03-06,4,clear
2023-03-06,5,rain
2023-03-07,1,clear
2023-03-07,2,clear
2023-03-07,3,clear
2023-03-07,4,rain
2023-03-07,5,rain
2023-03-08,1,rain
2023-03-08,2,clear
2023-03-08,3,rain
2023-03-08,4,clear
2023-03-08,5,clear
2023-03-09,1,clear
2023-03-09,2,rain
2023-03-09,3,clear
2023-03-09,4,clear
2023-03-09,5,rain
2023-03-10,1,rain
2023-03-10,2,clear
2023-03-10,3,clear
2023-03-10,4,rain
2023-03-10,5,snow
2023-03-11,1,rain
2023-03-11,2,clear
2023-03-11,3,clear
2023-03-11,4,rain
2023-03-11,5,clear
2023-03-12,1,rain
2023-03-12,2,rain
2023-03-12,3,clear
2023-03-12,4,snow
2023-03-12,5,clear
2023-03-13,1,clear
2023-03-13,2,clear
2023-03-13,3,rain
2023-03-13,4,clear
2023-03-13,5,rain
2023-03-14,1,clear
2023-03-14,2,rain
2023-03-14,3,rain
2023-03-14,4,clear
2023-03-14,5,clear
2023-03-15,1,clear
2023-03-15,2,clear
2023-03-15,3,rain
2023-03-15,4,clear
2023-03-15,5,rain
2023-03-16,1,rain
2023-03-16,2,clear
2023-03-16,3,rain
2023-03-16,4,clear
2023-03-16,5,clear
2023-03-17,1,clear
2023-03-17,2,clear
2023-03-17,3,rain
2023-03-17,4,clear
2023-03-17,5,clear
2023-03-18,1,clear
2023-03-18,2,rain
2023-03-18,3,rain
2023-03-18,4,rain
2023-03-18,5,rain
2023-03-19,1,clear
2023-03-19,2,clear
2023-03-19,3,clear
2023-03-19,4,clear
2023-03-19,5,rain
2023-03-20,1,clear
2023-03-20,2,clear
2023-03-20,3,clear
2023-03-20,4,clear
2023-03-20,5,clear
2023-03-21,1,clear
2023-03-21,2,clear
2023-03-21,3,clear
2023-03-21,4,clear
2023-03-21,5,clear
2023-03-22,1,clear
2023-03-22,2,clear
2023-03-22,3,clear
2023-03-22,4,clear
2023-03-22,5,clear
2023-03-23,1,clear
2023-03-23,2,clear
2023-03-23,3,rain
2023-03-23,4,clear
2023-03-23,5,clear
2023-03-24,1,clear
2023-03-24,2,rain
2023-03-24,3,clear
2023-03-24,4,clear
2023-03-24,5,rain
2023-03-25,1,rain
2023-03-25,2,clear
2023-03-25,3,rain
2023-03-25,4,snow
2023-03-25,5,rain
2023-03-26,1,clear
2023-03-26,2,clear
2023-03-26,3,clear
2023-03-26,4,clear
2023-03-26,5,clear
2023-03-27,1,clear
2023-03-27,2,clear
2023-03-27,3,clear
2023-03-27,4,rain
2023-03-27,5,rain
2023-03-28,1,clear
2023-03-28,2,clear
2023-03-28,3,clear
2023-03-28,4,clear
2023-03-28,5,clear
2023-03-29,1,rain
2023-03-29,2,clear
2023-03-29,3,clear
2023-03-29,4,snow
2023-03-29,5,clear
2023-03-30,1,rain
2023-03-30,2,clear
2023-03-30,3,rain
2023-03-30,4,clear
2023-03-30,5,clear
2023-03-31,1,clear
2023-03-31,2,clear
2023-03-31,3,rain
2023-03-31,4,clear
2023-03-31,5,rain
2023-04-01,1,clear
2023-04-01,2,clear
2023-04-01,3,clear
2023-04-01,4,rain
2023-04-01,5,rain
2023-04-02,1,rain
2023-04-02,2,clear
2023-04-02,3,clear
2023-04-02,4,rain
2023-04-02,5,clear
2023-04-03,1,rain
2023-04-03,2,clear
2023-04-03,3,clear
2023-04-03,4,clear
2023-04-03,5,clear
2023-04-04,1,clear
2023-04-04,2,clear
2023-04-04,3,clear
2023-04-04,4,rain
2023-04-04,5,clear
2023-04-05,1,rain
2023-04-05,2,clear
2023-04-05,3,clear
2023-04-05,4,rain
2023-04-05,5,clear
2023-04-06,1,clear
2023-04-06,2,clear
2023-04-06,3,clear
2023-04-06,4,clear
2023-04-06,5,clear
2023-04-07,1,rain
2023-04-07,2,clear
2023-04-07,3,clear
2023-04-07,4,rain
2023-04-07,5,clear
2023-04-08,1,clear
2023-04-08,2,clear
2023-04-08,3,rain
2023-04-08,4,clear
2023-04-08,5,clear
2023-04-09,1,clear
2023-04-09,2,clear
2023-04-09,3,clear
2023-04-09,4,clear
2023-04-09,5,clear
2023-04-10,1,clear
2023-04-10,2,clear
2023-04-10,3,clear
2023-04-10,4,clear
2023-04-10,5,clear
2023-04-11,1,rain
2023-04-11,2,clear
2023-04-11,3,rain
2023-04-11,4,clear
2023-04-11,5,clear
2023-04-12,1,clear
2023-04-12,2,clear
2023-04-12,3,clear
2023-04-12,4,rain
2023-04-12,5,clear
2023-04-13,1,clear
2023-04-13,2,clear
2023-04-13,3,clear
2023-04-13,4,rain
2023-04-13,5,clear
2023-04-14,1,clear
2023-04-14,2,clear
2023-04-14,3,clear
2023-04-14,4,clear
2023-04-14,5,clear
2023-04-15,1,clear
2023-04-15,2,clear
2023-04-15,3,clear
2023-04-15,4,rain
2023-04-15,5,rain
2023-04-16,1,rain
2023-04-16,2,rain
2023-04-16,3,clear
2023-04-16,4,clear
2023-04-16,5,clear
2023-04-17,1,clear
2023-04-17,2,clear
2023-04-17,3,clear
2023-04-17,4,clear
2023-04-17,5,clear
2023-04-18,1,clear
2023-04-18,2,clear
2023-04-18,3,clear
2023-04-18,4,clear
2023-04-18,5,rain
2023-04-19,1,rain
2023-04-19,2,clear
2023-04-19,3,rain
2023-04-19,4,clear
2023-04-19,5,clear
2023-04-20,1,clear
2023-04-20,2,clear
2023-04-20,3,clear
2023-04-20,4,clear
2023-04-20,5,clear
2023-04-21,1,clear
2023-04-21,2,clear
2023-04-21,3,clear
2023-04-21,4,clear
2023-04-21,5,rain
2023-04-22,1,rain
2023-04-22,2,clear
2023-04-22,3,rain
2023-04-22,4,clear
2023-04-22,5,rain
2023-04-23,1,rain
2023-04-23,2,clear
2023-04-23,3,rain
2023-04-23,4,clear
2023-04-23,5,clear
2023-04-24,1,clear
2023-04-24,2,clear
2023-04-24,3,rain
2023-04-24,4,clear
2023-04-24,5,clear
2023-04-25,1,rain
2023-04-25,2,clear
2023-04-25,3,rain
2023-04-25,4,rain
2023-04-25,5,rain
2023-04-26,1,rain
2023-04-26,2,rain
2023-04-26,3,rain
2023-04-26,4,clear
2023-04-26,5,rain
2023-04-27,1,clear
2023-04-27,2,clear
2023-04-27,3,rain
2023-04-27,4,clear
2023-04-27,5,clear
2023-04-28,1,clear
2023-04-28,2,clear
2023-04-28,3,rain
2023-04-28,4,clear
2023-04-28,5,clear
2023-04-29,1,clear
2023-04-29,2,clear
2023-04-29,3,clear
2023-04-29,4,rain
2023-04-29,5,clear
2023-04-30,1,clear
2023-04-30,2,rain
2023-04-30,3,snow
2023-04-30,4,clear
2023-04-30,5,clear
2023-05-01,1,clear
2023-05-01,2,clear
2023-05-01,3,clear
2023-05-01,4,clear
2023-05-01,5,snow
