earner_id,week,program,target_jobs,completed_jobs,achieved,bonus_eur
E10005,2023-W09,rides_quest,15,2,FALSE,20
E10005,2023-W11,rides_quest,15,2,FALSE,20
E10005,2023-W13,rides_quest,40,1,FALSE,80
E10005,2023-W14,rides_quest,40,1,FALSE,80
E10005,2023-W16,rides_quest,15,5,FALSE,20
E10005,2023-W17,rides_quest,25,5,FALSE,40
E10006,2023-W03,rides_quest,25,2,FALSE,40
E10006,2023-W05,rides_quest,15,1,FALSE,20
E10006,2023-W06,rides_quest,25,1,FALSE,40
E10006,2023-W07,rides_quest,25,1,FALSE,40
E10006,2023-W09,rides_quest,15,1,FALSE,20
E10006,2023-W10,rides_quest,15,1,FALSE,20
E10006,2023-W12,rides_quest,15,1,FALSE,20
E10006,2023-W13,rides_quest,25,1,FALSE,40
E10006,2023-W15,rides_quest,25,1,FALSE,40
E10006,2023-W17,rides_quest,15,1,FALSE,20
E10007,2023-W01,rides_quest,15,1,FALSE,20
E10007,2023-W02,rides_quest,15,1,FALSE,20
E10007,2023-W04,rides_quest,40,2,FALSE,80
E10007,2023-W06,rides_quest,25,1,FALSE,40
E10007,2023-W07,rides_quest,25,1,FALSE,40
E10007,2023-W08,rides_quest,40,1,FALSE,80
E10007,2023-W10,rides_quest,40,1,FALSE,80
E10007,2023-W11,rides_quest,15,3,FALSE,20
E10007,2023-W13,rides_quest,40,1,FALSE,80
E10007,2023-W14,rides_quest,25,4,FALSE,40
E10007,2023-W16,rides_quest,25,3,FALSE,40
E10008,2023-W01,rides_quest,40,1,FALSE,80
E10008,2023-W02,rides_quest,25,1,FALSE,40
E10008,2023-W03,rides_quest,40,1,FALSE,80
E10008,2023-W04,rides_quest,15,2,FALSE,20
E10008,2023-W05,rides_quest,25,1,FALSE,40
E10008,2023-W06,rides_quest,40,1,FALSE,80
E10008,2023-W09,rides_quest,15,1,FALSE,20
E10008,2023-W11,rides_quest,25,2,FALSE,40
E10008,2023-W15,rides_quest,40,1,FALSE,80
E10008,2023-W16,rides_quest,25,2,FALSE,40
E10008,2023-W17,rides_quest,40,1,FALSE,80
E10009,2023-W01,rides_quest,25,2,FALSE,40
E10009,2023-W02,rides_quest,40,2,FALSE,80
E10009,2023-W05,rides_quest,15,1,FALSE,20
E10009,2023-W07,rides_quest,15,1,FALSE,20
E10009,2023-W10,rides_quest,40,2,FALSE,80
E10009,2023-W15,rides_quest,15,1,FALSE,20
E10009,2023-W17,rides_quest,25,1,FALSE,40
E10010,2023-W01,rides_quest,25,1,FALSE,40
E10010,2023-W03,rides_quest,40,3,FALSE,80
E10010,2023-W05,rides_quest,15,2,FALSE,20
E10010,2023-W06,rides_quest,40,3,FALSE,80
E10010,2023-W07,rides_quest,25,1,FALSE,40
E10010,2023-W08,rides_quest,40,1,FALSE,80
E10010,2023-W09,rides_quest,15,1,FALSE,20
E10010,2023-W10,rides_quest,25,1,FALSE,40
E10010,2023-W11,rides_quest,15,1,FALSE,20
E10010,2023-W12,rides_quest,15,1,FALSE,20
E10010,2023-W13,rides_quest,40,1,FALSE,80
E10010,2023-W15,rides_quest,15,1,FALSE,20
E10010,2023-W17,rides_quest,25,1,FALSE,40
E10011,2022-W52,rides_quest,15,1,FALSE,20
E10011,2023-W03,rides_quest,15,2,FALSE,20
E10011,2023-W05,rides_quest,15,2,FALSE,20
E10011,2023-W06,rides_quest,25,2,FALSE,40
E10011,2023-W07,rides_quest,15,3,FALSE,20
E10011,2023-W08,rides_quest,25,1,FALSE,40
E10011,2023-W11,rides_quest,25,3,FALSE,40
E10011,2023-W12,rides_quest,25,1,FALSE,40
E10011,2023-W13,rides_quest,25,1,FALSE,40
E10011,2023-W14,rides_quest,15,2,FALSE,20
E10011,2023-W16,rides_quest,25,1,FALSE,40
E10012,2022-W52,rides_quest,15,1,FALSE,20
E10012,2023-W04,rides_quest,25,4,FALSE,40
E10012,2023-W05,rides_quest,25,2,FALSE,40
E10012,2023-W07,rides_quest,25,2,FALSE,40
E10012,2023-W08,rides_quest,15,1,FALSE,20
E10012,2023-W11,rides_quest,25,2,FALSE,40
E10012,2023-W12,rides_quest,40,1,FALSE,80
E10012,2023-W17,rides_quest,15,2,FALSE,20
E10013,2023-W02,rides_quest,15,1,FALSE,20
E10013,2023-W03,rides_quest,25,1,FALSE,40
E10013,2023-W04,rides_quest,25,1,FALSE,40
E10013,2023-W05,rides_quest,15,1,FALSE,20
E10013,2023-W07,rides_quest,40,1,FALSE,80
E10013,2023-W08,rides_quest,15,2,FALSE,20
E10013,2023-W09,rides_quest,25,1,FALSE,40
E10013,2023-W10,rides_quest,40,2,FALSE,80
E10013,2023-W12,rides_quest,15,1,FALSE,20
E10013,2023-W15,rides_quest,25,1,FALSE,40
E10013,2023-W16,rides_quest,25,2,FALSE,40
E10013,2023-W17,rides_quest,25,1,FALSE,40
E10014,2023-W02,rides_quest,25,3,FALSE,40
E10014,2023-W04,rides_quest,25,1,FALSE,40
E10014,2023-W05,rides_quest,25,2,FALSE,40
E10014,2023-W06,rides_quest,15,1,FALSE,20
E10014,2023-W07,rides_quest,25,1,FALSE,40
E10014,2023-W08,rides_quest,40,2,FALSE,80
E10014,2023-W09,rides_quest,40,1,FALSE,80
E10014,2023-W10,rides_quest,15,1,FALSE,20
E10014,2023-W12,rides_quest,15,1,FALSE,20
E10014,2023-W13,rides_quest,25,1,FALSE,40
E10014,2023-W16,rides_quest,40,1,FALSE,80
E10015,2022-W52,rides_quest,15,1,FALSE,20
E10015,2023-W01,rides_quest,15,1,FALSE,20
E10015,2023-W02,rides_quest,40,1,FALSE,80
E10015,2023-W03,rides_quest,25,3,FALSE,40
E10015,2023-W05,rides_quest,40,1,FALSE,80
E10015,2023-W07,rides_quest,25,1,FALSE,40
E10015,2023-W08,rides_quest,15,1,FALSE,20
E10015,2023-W09,rides_quest,25,5,FALSE,40
E10015,2023-W11,rides_quest,25,1,FALSE,40
E10015,2023-W12,rides_quest,25,1,FALSE,40
E10015,2023-W13,rides_quest,25,4,FALSE,40
E10015,2023-W15,rides_quest,15,1,FALSE,20
E10015,2023-W16,rides_quest,40,2,FALSE,80
E10016,2023-W05,rides_quest,25,3,FALSE,40
E10016,2023-W08,rides_quest,15,1,FALSE,20
E10016,2023-W09,rides_quest,40,1,FALSE,80
E10016,2023-W10,rides_quest,25,2,FALSE,40
E10016,2023-W13,rides_quest,25,4,FALSE,40
E10016,2023-W16,rides_quest,25,1,FALSE,40
E10016,2023-W17,rides_quest,25,1,FALSE,40
E10017,2022-W52,rides_quest,25,1,FALSE,40
E10017,2023-W01,rides_quest,15,1,FALSE,20
E10017,2023-W02,rides_quest,15,3,FALSE,20
E10017,2023-W06,rides_quest,15,1,FALSE,20
E10017,2023-W08,rides_quest,25,4,FALSE,40
E10017,2023-W09,rides_quest,25,1,FALSE,40
E10017,2023-W11,rides_quest,15,1,FALSE,20
E10017,2023-W12,rides_quest,40,4,FALSE,80
E10017,2023-W13,rides_quest,25,1,FALSE,40
E10017,2023-W14,rides_quest,25,1,FALSE,40
E10017,2023-W15,rides_quest,25,2,FALSE,40
E10017,2023-W17,rides_quest,25,4,FALSE,40
E10018,2022-W52,rides_quest,40,1,FALSE,80
E10018,2023-W03,rides_quest,25,1,FALSE,40
E10018,2023-W04,rides_quest,25,2,FALSE,40
E10018,2023-W05,rides_quest,25,2,FALSE,40
E10018,2023-W06,rides_quest,15,2,FALSE,20
E10018,2023-W07,rides_quest,40,2,FALSE,80
E10018,2023-W08,rides_quest,15,1,FALSE,20
E10018,2023-W09,rides_quest,25,2,FALSE,40
E10018,2023-W10,rides_quest,15,1,FALSE,20
E10018,2023-W11,rides_quest,15,1,FALSE,20
E10018,2023-W12,rides_quest,40,4,FALSE,80
E10019,2023-W02,rides_quest,25,4,FALSE,40
E10019,2023-W03,rides_quest,25,1,FALSE,40
E10019,2023-W05,rides_quest,25,2,FALSE,40
E10019,2023-W07,rides_quest,25,1,FALSE,40
E10019,2023-W08,rides_quest,25,2,FALSE,40
E10019,2023-W09,rides_quest,15,1,FALSE,20
E10019,2023-W10,rides_quest,15,2,FALSE,20
E10019,2023-W11,rides_quest,25,1,FALSE,40
E10019,2023-W12,rides_quest,40,2,FALSE,80
E10019,2023-W13,rides_quest,25,2,FALSE,40
E10019,2023-W14,rides_quest,15,1,FALSE,20
E10019,2023-W17,rides_quest,15,2,FALSE,20
E10020,2023-W03,rides_quest,25,2,FALSE,40
E10020,2023-W04,rides_quest,15,4,FALSE,20
E10020,2023-W05,rides_quest,25,3,FALSE,40
E10020,2023-W06,rides_quest,25,1,FALSE,40
E10020,2023-W09,rides_quest,25,1,FALSE,40
E10020,2023-W10,rides_quest,25,1,FALSE,40
E10020,2023-W11,rides_quest,40,1,FALSE,80
E10020,2023-W12,rides_quest,25,1,FALSE,40
E10020,2023-W13,rides_quest,25,2,FALSE,40
E10020,2023-W14,rides_quest,15,1,FALSE,20
E10020,2023-W15,rides_quest,25,1,FALSE,40
E10020,2023-W16,rides_quest,25,1,FALSE,40
E10020,2023-W17,rides_quest,15,1,FALSE,20
E10021,2023-W02,rides_quest,25,1,FALSE,40
E10021,2023-W03,rides_quest,25,2,FALSE,40
E10021,2023-W04,rides_quest,40,2,FALSE,80
E10021,2023-W05,rides_quest,25,3,FALSE,40
E10021,2023-W06,rides_quest,25,2,FALSE,40
E10021,2023-W08,rides_quest,15,1,FALSE,20
E10021,2023-W09,rides_quest,25,2,FALSE,40
E10021,2023-W10,rides_quest,25,3,FALSE,40
E10021,2023-W11,rides_quest,25,2,FALSE,40
E10021,2023-W12,rides_quest,25,1,FALSE,40
E10021,2023-W14,rides_quest,15,1,FALSE,20
E10021,2023-W15,rides_quest,15,1,FALSE,20
E10022,2023-W01,rides_quest,25,2,FALSE,40
E10022,2023-W06,rides_quest,25,3,FALSE,40
E10022,2023-W07,rides_quest,15,2,FALSE,20
E10022,2023-W08,rides_quest,25,2,FALSE,40
E10022,2023-W09,rides_quest,15,1,FALSE,20
E10022,2023-W10,rides_quest,40,1,FALSE,80
E10022,2023-W12,rides_quest,25,1,FALSE,40
E10022,2023-W13,rides_quest,40,1,FALSE,80
E10022,2023-W14,rides_quest,15,4,FALSE,20
E10022,2023-W15,rides_quest,15,1,FALSE,20
E10022,2023-W16,rides_quest,15,2,FALSE,20
E10022,2023-W17,rides_quest,15,3,FALSE,20
E10023,2023-W01,rides_quest,25,1,FALSE,40
E10023,2023-W04,rides_quest,25,2,FALSE,40
E10023,2023-W06,rides_quest,25,2,FALSE,40
E10023,2023-W08,rides_quest,15,1,FALSE,20
E10023,2023-W09,rides_quest,40,1,FALSE,80
E10023,2023-W11,rides_quest,25,2,FALSE,40
E10023,2023-W14,rides_quest,15,1,FALSE,20
E10023,2023-W15,rides_quest,15,2,FALSE,20
E10023,2023-W16,rides_quest,25,2,FALSE,40
E10024,2023-W01,rides_quest,25,1,FALSE,40
E10024,2023-W03,rides_quest,40,1,FALSE,80
E10024,2023-W04,rides_quest,25,2,FALSE,40
E10024,2023-W05,rides_quest,40,1,FALSE,80
E10024,2023-W07,rides_quest,15,1,FALSE,20
E10024,2023-W08,rides_quest,40,3,FALSE,80
E10024,2023-W12,rides_quest,15,1,FALSE,20
E10024,2023-W14,rides_quest,40,2,FALSE,80
E10024,2023-W15,rides_quest,15,4,FALSE,20
E10024,2023-W17,rides_quest,25,1,FALSE,40
E10025,2023-W02,rides_quest,25,2,FALSE,40
E10025,2023-W06,rides_quest,15,2,FALSE,20
E10025,2023-W07,rides_quest,15,2,FALSE,20
E10025,2023-W08,rides_quest,15,2,FALSE,20
E10025,2023-W09,rides_quest,25,1,FALSE,40
E10025,2023-W10,rides_quest,25,1,FALSE,40
E10025,2023-W11,rides_quest,25,2,FALSE,40
E10025,2023-W12,rides_quest,15,1,FALSE,20
E10025,2023-W13,rides_quest,25,1,FALSE,40
E10025,2023-W16,rides_quest,40,2,FALSE,80
E10025,2023-W17,rides_quest,40,2,FALSE,80
E10026,2023-W01,rides_quest,15,1,FALSE,20
E10026,2023-W02,rides_quest,25,1,FALSE,40
E10026,2023-W03,rides_quest,15,3,FALSE,20
E10026,2023-W05,rides_quest,40,2,FALSE,80
E10026,2023-W06,rides_quest,25,2,FALSE,40
E10026,2023-W07,rides_quest,25,1,FALSE,40
E10026,2023-W08,rides_quest,40,1,FALSE,80
E10026,2023-W09,rides_quest,25,1,FALSE,40
E10026,2023-W10,rides_quest,15,1,FALSE,20
E10026,2023-W12,rides_quest,25,1,FALSE,40
E10026,2023-W13,rides_quest,25,1,FALSE,40
E10026,2023-W15,rides_quest,25,2,FALSE,40
E10027,2023-W01,rides_quest,15,1,FALSE,20
E10027,2023-W02,rides_quest,40,1,FALSE,80
E10027,2023-W03,rides_quest,40,5,FALSE,80
E10027,2023-W04,rides_quest,15,1,FALSE,20
E10027,2023-W05,rides_quest,15,1,FALSE,20
E10027,2023-W06,rides_quest,40,2,FALSE,80
E10027,2023-W07,rides_quest,25,2,FALSE,40
E10027,2023-W08,rides_quest,25,1,FALSE,40
E10027,2023-W09,rides_quest,40,1,FALSE,80
E10027,2023-W10,rides_quest,25,1,FALSE,40
E10027,2023-W11,rides_quest,40,2,FALSE,80
E10027,2023-W12,rides_quest,25,3,FALSE,40
E10027,2023-W13,rides_quest,15,2,FALSE,20
E10027,2023-W14,rides_quest,15,1,FALSE,20
E10027,2023-W15,rides_quest,25,1,FALSE,40
E10027,2023-W16,rides_quest,25,1,FALSE,40
E10028,2022-W52,rides_quest,15,1,FALSE,20
E10028,2023-W02,rides_quest,15,5,FALSE,20
E10028,2023-W03,rides_quest,15,1,FALSE,20
E10028,2023-W04,rides_quest,25,1,FALSE,40
E10028,2023-W05,rides_quest,15,2,FALSE,20
E10028,2023-W06,rides_quest,15,1,FALSE,20
E10028,2023-W07,rides_quest,25,1,FALSE,40
E10028,2023-W09,rides_quest,15,2,FALSE,20
E10028,2023-W10,rides_quest,25,1,FALSE,40
E10028,2023-W11,rides_quest,40,1,FALSE,80
E10028,2023-W13,rides_quest,15,1,FALSE,20
E10028,2023-W15,rides_quest,25,1,FALSE,40
E10028,2023-W17,rides_quest,25,4,FALSE,40
E10029,2023-W01,rides_quest,25,1,FALSE,40
E10029,2023-W03,rides_quest,25,1,FALSE,40
E10029,2023-W04,rides_quest,15,2,FALSE,20
E10029,2023-W05,rides_quest,25,1,FALSE,40
E10029,2023-W08,rides_quest,15,1,FALSE,20
E10029,2023-W09,rides_quest,25,1,FALSE,40
E10029,2023-W10,rides_quest,40,2,FALSE,80
E10029,2023-W11,rides_quest,40,2,FALSE,80
E10029,2023-W12,rides_quest,15,1,FALSE,20
E10029,2023-W13,rides_quest,40,1,FALSE,80
E10029,2023-W14,rides_quest,25,1,FALSE,40
E10029,2023-W17,rides_quest,25,2,FALSE,40
E10030,2023-W01,rides_quest,15,1,FALSE,20
E10030,2023-W02,rides_quest,15,1,FALSE,20
E10030,2023-W03,rides_quest,25,3,FALSE,40
E10030,2023-W04,rides_quest,40,2,FALSE,80
E10030,2023-W05,rides_quest,40,1,FALSE,80
E10030,2023-W06,rides_quest,25,1,FALSE,40
E10030,2023-W08,rides_quest,25,1,FALSE,40
E10030,2023-W10,rides_quest,15,1,FALSE,20
E10030,2023-W12,rides_quest,15,2,FALSE,20
E10030,2023-W13,rides_quest,25,1,FALSE,40
E10030,2023-W14,rides_quest,15,1,FALSE,20
E10030,2023-W16,rides_quest,25,2,FALSE,40
E10030,2023-W17,rides_quest,25,2,FALSE,40
E10031,2023-W01,rides_quest,25,2,FALSE,40
E10031,2023-W02,rides_quest,40,2,FALSE,80
E10031,2023-W03,rides_quest,40,1,FALSE,80
E10031,2023-W04,rides_quest,25,1,FALSE,40
E10031,2023-W06,rides_quest,15,1,FALSE,20
E10031,2023-W08,rides_quest,15,1,FALSE,20
E10031,2023-W09,rides_quest,25,2,FALSE,40
E10031,2023-W10,rides_quest,25,3,FALSE,40
E10031,2023-W11,rides_quest,25,1,FALSE,40
E10031,2023-W15,rides_quest,15,2,FALSE,20
E10032,2023-W01,rides_quest,25,1,FALSE,40
E10032,2023-W03,rides_quest,40,1,FALSE,80
E10032,2023-W04,rides_quest,40,2,FALSE,80
E10032,2023-W05,rides_quest,15,2,FALSE,20
E10032,2023-W07,rides_quest,15,2,FALSE,20
E10032,2023-W08,rides_quest,25,3,FALSE,40
E10032,2023-W10,rides_quest,25,1,FALSE,40
E10032,2023-W12,rides_quest,40,4,FALSE,80
E10032,2023-W13,rides_quest,25,1,FALSE,40
E10032,2023-W14,rides_quest,25,1,FALSE,40
E10032,2023-W17,rides_quest,25,2,FALSE,40
E10033,2023-W02,rides_quest,15,1,FALSE,20
E10033,2023-W04,rides_quest,25,2,FALSE,40
E10033,2023-W05,rides_quest,25,2,FALSE,40
E10033,2023-W06,rides_quest,15,1,FALSE,20
E10033,2023-W07,rides_quest,25,2,FALSE,40
E10033,2023-W08,rides_quest,25,1,FALSE,40
E10033,2023-W09,rides_quest,40,1,FALSE,80
E10033,2023-W11,rides_quest,25,1,FALSE,40
E10033,2023-W12,rides_quest,40,2,FALSE,80
E10033,2023-W14,rides_quest,25,2,FALSE,40
E10033,2023-W16,rides_quest,25,1,FALSE,40
E10033,2023-W17,rides_quest,25,1,FALSE,40
E10034,2023-W01,rides_quest,40,2,FALSE,80
E10034,2023-W02,rides_quest,25,3,FALSE,40
E10034,2023-W03,rides_quest,40,2,FALSE,80
E10034,2023-W04,rides_quest,15,2,FALSE,20
E10034,2023-W05,rides_quest,40,2,FALSE,80
E10034,2023-W06,rides_quest,15,2,FALSE,20
E10034,2023-W07,rides_quest,25,4,FALSE,40
E10034,2023-W08,rides_quest,25,2,FALSE,40
E10034,2023-W10,rides_quest,15,1,FALSE,20
E10034,2023-W11,rides_quest,40,1,FALSE,80
E10034,2023-W12,rides_quest,25,1,FALSE,40
E10034,2023-W13,rides_quest,40,1,FALSE,80
E10034,2023-W14,rides_quest,25,2,FALSE,40
E10034,2023-W16,rides_quest,15,1,FALSE,20
E10035,2023-W02,rides_quest,40,1,FALSE,80
E10035,2023-W04,rides_quest,40,2,FALSE,80
E10035,2023-W05,rides_quest,15,1,FALSE,20
E10035,2023-W06,rides_quest,15,1,FALSE,20
E10035,2023-W07,rides_quest,25,1,FALSE,40
E10035,2023-W08,rides_quest,25,1,FALSE,40
E10035,2023-W09,rides_quest,15,1,FALSE,20
E10035,2023-W10,rides_quest,15,2,FALSE,20
E10035,2023-W13,rides_quest,15,1,FALSE,20
E10035,2023-W14,rides_quest,25,2,FALSE,40
E10035,2023-W15,rides_quest,15,3,FALSE,20
E10035,2023-W16,rides_quest,25,3,FALSE,40
E10036,2023-W01,rides_quest,25,1,FALSE,40
E10036,2023-W02,rides_quest,40,1,FALSE,80
E10036,2023-W03,rides_quest,25,3,FALSE,40
E10036,2023-W04,rides_quest,15,3,FALSE,20
E10036,2023-W05,rides_quest,40,1,FALSE,80
E10036,2023-W06,rides_quest,25,1,FALSE,40
E10036,2023-W07,rides_quest,25,1,FALSE,40
E10036,2023-W08,rides_quest,15,1,FALSE,20
E10036,2023-W10,rides_quest,15,1,FALSE,20
E10036,2023-W11,rides_quest,25,3,FALSE,40
E10036,2023-W12,rides_quest,15,3,FALSE,20
E10036,2023-W13,rides_quest,15,2,FALSE,20
E10036,2023-W16,rides_quest,15,2,FALSE,20
E10036,2023-W17,rides_quest,25,1,FALSE,40
E10037,2023-W01,rides_quest,15,1,FALSE,20
E10037,2023-W02,rides_quest,25,1,FALSE,40
E10037,2023-W03,rides_quest,40,1,FALSE,80
E10037,2023-W04,rides_quest,15,1,FALSE,20
E10037,2023-W05,rides_quest,15,1,FALSE,20
E10037,2023-W07,rides_quest,25,1,FALSE,40
E10037,2023-W08,rides_quest,40,2,FALSE,80
E10037,2023-W09,rides_quest,25,3,FALSE,40
E10037,2023-W10,rides_quest,15,2,FALSE,20
E10037,2023-W11,rides_quest,15,1,FALSE,20
E10037,2023-W13,rides_quest,25,1,FALSE,40
E10037,2023-W14,rides_quest,25,4,FALSE,40
E10037,2023-W15,rides_quest,40,2,FALSE,80
E10037,2023-W17,rides_quest,15,1,FALSE,20
E10038,2023-W01,rides_quest,25,1,FALSE,40
E10038,2023-W02,rides_quest,25,3,FALSE,40
E10038,2023-W06,rides_quest,40,1,FALSE,80
E10038,2023-W07,rides_quest,25,2,FALSE,40
E10038,2023-W08,rides_quest,25,2,FALSE,40
E10038,2023-W09,rides_quest,15,3,FALSE,20
E10038,2023-W11,rides_quest,25,2,FALSE,40
E10038,2023-W12,rides_quest,25,1,FALSE,40
E10038,2023-W13,rides_quest,40,3,FALSE,80
E10038,2023-W15,rides_quest,25,1,FALSE,40
E10038,2023-W17,rides_quest,25,1,FALSE,40
E10039,2023-W01,rides_quest,15,1,FALSE,20
E10039,2023-W02,rides_quest,15,1,FALSE,20
E10039,2023-W03,rides_quest,25,1,FALSE,40
E10039,2023-W04,rides_quest,25,2,FALSE,40
E10039,2023-W06,rides_quest,40,1,FALSE,80
E10039,2023-W07,rides_quest,25,1,FALSE,40
E10039,2023-W08,rides_quest,40,1,FALSE,80
E10039,2023-W09,rides_quest,25,2,FALSE,40
E10039,2023-W10,rides_quest,25,3,FALSE,40
E10039,2023-W13,rides_quest,25,1,FALSE,40
E10039,2023-W14,rides_quest,15,4,FALSE,20
E10039,2023-W16,rides_quest,15,2,FALSE,20
E10039,2023-W17,rides_quest,25,1,FALSE,40
E10040,2023-W01,rides_quest,25,1,FALSE,40
E10040,2023-W02,rides_quest,25,1,FALSE,40
E10040,2023-W03,rides_quest,25,2,FALSE,40
E10040,2023-W04,rides_quest,15,1,FALSE,20
E10040,2023-W05,rides_quest,25,1,FALSE,40
E10040,2023-W06,rides_quest,25,1,FALSE,40
E10040,2023-W07,rides_quest,40,1,FALSE,80
E10040,2023-W08,rides_quest,15,1,FALSE,20
E10040,2023-W10,rides_quest,15,3,FALSE,20
E10040,2023-W12,rides_quest,25,2,FALSE,40
E10040,2023-W13,rides_quest,40,1,FALSE,80
E10040,2023-W16,rides_quest,25,1,FALSE,40
E10040,2023-W17,rides_quest,25,2,FALSE,40
E10041,2022-W52,rides_quest,15,1,FALSE,20
E10041,2023-W01,rides_quest,25,1,FALSE,40
E10041,2023-W02,rides_quest,25,1,FALSE,40
E10041,2023-W04,rides_quest,25,2,FALSE,40
E10041,2023-W06,rides_quest,15,1,FALSE,20
E10041,2023-W07,rides_quest,25,4,FALSE,40
E10041,2023-W08,rides_quest,15,3,FALSE,20
E10041,2023-W10,rides_quest,25,2,FALSE,40
E10041,2023-W12,rides_quest,15,1,FALSE,20
E10041,2023-W13,rides_quest,25,3,FALSE,40
E10041,2023-W14,rides_quest,15,2,FALSE,20
E10041,2023-W15,rides_quest,25,2,FALSE,40
E10041,2023-W16,rides_quest,25,1,FALSE,40
E10041,2023-W17,rides_quest,40,1,FALSE,80
E10042,2023-W02,rides_quest,25,1,FALSE,40
E10042,2023-W03,rides_quest,25,1,FALSE,40
E10042,2023-W04,rides_quest,15,3,FALSE,20
E10042,2023-W05,rides_quest,25,1,FALSE,40
E10042,2023-W06,rides_quest,25,1,FALSE,40
E10042,2023-W07,rides_quest,15,1,FALSE,20
E10042,2023-W08,rides_quest,40,2,FALSE,80
E10042,2023-W10,rides_quest,15,1,FALSE,20
E10042,2023-W13,rides_quest,40,3,FALSE,80
E10042,2023-W14,rides_quest,40,2,FALSE,80
E10042,2023-W15,rides_quest,25,2,FALSE,40
E10042,2023-W16,rides_quest,40,3,FALSE,80
E10043,2023-W02,rides_quest,25,2,FALSE,40
E10043,2023-W04,rides_quest,25,3,FALSE,40
E10043,2023-W07,rides_quest,25,2,FALSE,40
E10043,2023-W08,rides_quest,15,1,FALSE,20
E10043,2023-W09,rides_quest,40,3,FALSE,80
E10043,2023-W10,rides_quest,40,3,FALSE,80
E10043,2023-W11,rides_quest,15,2,FALSE,20
E10043,2023-W12,rides_quest,25,1,FALSE,40
E10043,2023-W13,rides_quest,15,2,FALSE,20
E10043,2023-W14,rides_quest,15,1,FALSE,20
E10043,2023-W15,rides_quest,15,1,FALSE,20
E10043,2023-W16,rides_quest,15,1,FALSE,20
E10043,2023-W17,rides_quest,40,1,FALSE,80
E10044,2023-W01,rides_quest,25,1,FALSE,40
E10044,2023-W02,rides_quest,25,3,FALSE,40
E10044,2023-W05,rides_quest,25,2,FALSE,40
