job_uuid,marketplace,datestr,acceptor_uuid,requester_uuid,begin_checkpoint.actual_location_hexagon_id9,begin_checkpoint.actual_location_latitude,begin_checkpoint.actual_location_longitude,begin_checkpoint.city_id,begin_checkpoint.ata_utc,end_checkpoint.actual_location_hexagon_id9,end_checkpoint.actual_location_latitude,end_checkpoint.actual_location_longitude,end_checkpoint.city_id,end_checkpoint.ata_utc,global_product_name,product_type_name,fulfillment_job_status
c8c6ed03-6956-44ae-86df-6405a91d87b7,ridesharing,2023-04-08,E10095,R2130,8960a1661c5e638,52.34085,4.84816,1,2023-04-08T17:58:00,89b8ece9e789d3f,52.34006,4.84298,1,2023-04-08T18:18:00,UberX,UberX,completed
f38c5cb8-1f90-4d0b-87d8-b14ea1f3f868,ridesharing,2023-03-03,E10110,R2268,8939f4dc1894bd7,51.47954,5.4514,4,2023-03-03T03:40:00,89d50af1fc22e36,51.46183,5.51612,4,2023-03-03T04:18:00,UberGreen,UberGreen,completed
bbaac112-b49e-4d3c-afc5-79e979d066df,ridesharing,2023-03-02,E10148,R2098,89c580e46fe2dd8,52.33036,4.90335,1,2023-03-02T09:34:00,89724eefd58e9fd,52.36274,4.9017,1,2023-03-02T09:46:00,UberGreen,UberGreen,completed
935d9ce7-d4b5-4d0e-b1fb-ef0885fc6326,ridesharing,2023-02-14,E10071,R2236,89241e36166a15f,51.40943,5.44974,4,2023-02-14T17:49:00,895978a99929089,51.46641,5.51544,4,2023-02-14T18:18:00,UberPool,UberPool,completed
f2b1bbbc-b608-4089-af97-85a0f35768f5,ridesharing,2023-03-26,E10081,R2278,896054d79a4a015,52.10887,5.13809,3,2023-03-26T10:25:00,895bc6ec2dde47f,52.09551,5.17871,3,2023-03-26T10:34:00,UberGreen,UberGreen,completed
0bfabf6f-e29b-48a2-baaf-d3d49b26068c,ridesharing,2023-01-19,E10053,R2479,8904b7192478664,52.08235,4.28554,5,2023-01-19T07:42:00,8927da31fc542ad,52.09643,4.30355,5,2023-01-19T07:53:00,UberPool,UberPool,completed
daf369f1-d764-44e5-b804-3d6c77699af0,ridesharing,2023-02-18,E10075,R2355,89658759f2ff801,51.46722,5.51603,4,2023-02-18T21:05:00,89eeb509422d7ef,51.46507,5.51754,4,2023-02-18T21:36:00,UberX,UberX,completed
9c5f9047-8e29-489d-acee-d8224dff15c5,ridesharing,2023-04-20,E10087,R2000,8914baf8aa08245,52.34098,4.84301,1,2023-04-20T04:57:00,89bee7f3adb6ca3,52.36238,4.9302,1,2023-04-20T05:27:00,UberX,UberX,completed
f8cc932e-bc28-4759-8db6-3b171d1d8262,ridesharing,2023-01-29,E10020,R2362,891d56f64559171,52.36704,4.93144,1,2023-01-29T19:00:00,891ee9f14b0f98e,52.36133,4.90356,1,2023-01-29T19:36:00,UberX,UberX,completed
023b1e6d-52ca-43be-88cd-5b5fe20fe2b2,ridesharing,2023-04-30,E10037,R2534,89185e9447fdfa4,52.04403,4.29123,5,2023-04-30T08:04:00,89af86656bcf7dc,52.02991,4.33542,5,2023-04-30T08:12:00,UberX,UberX,completed
d9056f3d-78cf-4f5a-a8e1-0f44de4b9ae9,ridesharing,2023-01-23,E10096,R2258,8907de3bee545f1,51.46571,5.51625,4,2023-01-23T16:49:00,89ea502962728c7,51.40685,5.44141,4,2023-01-23T17:26:00,UberX,UberX,completed
f51efbb1-dba0-4429-9e0e-824b837b7638,ridesharing,2023-01-16,E10070,R2200,89e7a58795eb031,52.0946,5.17167,3,2023-01-16T23:14:00,89e4c3108b9bacc,52.05461,5.12214,3,2023-01-16T23:52:00,UberX,UberX,completed
37fcd05f-562d-464a-b917-affd9a794762,ridesharing,2023-04-05,E10103,R2043,8958a470846f112,52.09336,4.30585,5,2023-04-05T16:17:00,890d5e8072d305d,52.09313,4.30647,5,2023-04-05T16:26:00,UberPool,UberPool,completed
43d46fac-42cb-4743-b969-f91d5c034dc6,ridesharing,2023-01-06,E10088,R2139,899a1295cfc59f7,51.94315,4.51326,2,2023-01-06T13:43:00,899ac08e2e74d08,51.95498,4.52236,2,2023-01-06T13:57:00,UberX,UberX,completed
edfc346d-dfce-4bd9-8a64-9727d95c3637,ridesharing,2023-01-28,E10141,R2532,894153b5560af92,52.36295,4.92832,1,2023-01-28T01:59:00,89390741daa1e72,52.34495,4.84732,1,2023-01-28T02:34:00,UberX,UberX,completed
b81ef7e4-b0d5-4e2b-b708-9761ff7a225a,ridesharing,2023-04-19,E10081,R2451,89257b92f8045d3,52.05392,5.11883,3,2023-04-19T12:28:00,89c44335c7f953f,52.0593,5.07507,3,2023-04-19T12:37:00,UberGreen,UberGreen,completed
d1555209-5786-4f28-82c3-cf702924edc1,ridesharing,2023-02-23,E10146,R2229,8948595696f92ec,52.08427,5.16124,3,2023-02-23T13:25:00,89ea6c344a32676,52.09552,5.17885,3,2023-02-23T14:02:00,UberX,UberX,completed
185e4a9b-71d5-431b-a71c-cb91d1cd2e65,ridesharing,2023-01-19,E10001,R2211,894751b32269f95,51.40916,5.45186,4,2023-01-19T08:32:00,89ca9fccdc29b66,51.48114,5.449,4,2023-01-19T08:39:00,UberX,UberX,completed
ebfd951c-e5d5-45d7-905b-8bc7d93a105c,ridesharing,2023-01-21,E10055,R2430,8986196f7793951,52.38819,4.8533,1,2023-01-21T17:37:00,898e35187a8a155,52.34462,4.85073,1,2023-01-21T18:02:00,UberPool,UberPool,completed
f5e776f2-bf55-44a7-9ed3-802905250eb4,ridesharing,2023-01-13,E10019,R2251,895dc22cfe3d409,52.09538,5.17541,3,2023-01-13T09:07:00,894bf33b09fc68b,52.10594,5.12984,3,2023-01-13T09:35:00,UberX,UberX,completed
5e59b8ae-1239-43f7-b29d-68f76ff69748,ridesharing,2023-01-29,E10048,R2220,892d183c6391521,51.88725,4.43106,2,2023-01-29T05:00:00,89fffad9b43cf5d,51.89538,4.49419,2,2023-01-29T05:30:00,UberX,UberX,completed
758072bd-acf8-4844-9cef-c3f1c7c05d41,ridesharing,2023-04-11,E10126,R2421,89426425a384168,52.05291,4.32314,5,2023-04-11T01:44:00,89f8a17f8598bb5,52.02969,4.33389,5,2023-04-11T02:18:00,UberPool,UberPool,completed
03a58749-63c4-4dff-b03b-13e4629669dd,ridesharing,2023-01-11,E10059,R2063,89bc2e95eb9495e,52.40069,4.9484,1,2023-01-11T14:02:00,898a48bc36f85e9,52.34219,4.84472,1,2023-01-11T14:10:00,UberX,UberX,completed
a25fd4c9-5756-4c36-bf14-65d843b535e8,ridesharing,2023-04-12,E10082,R2036,8929a59053a1c2a,52.33128,4.89962,1,2023-04-12T10:22:00,89fc027d4efd049,52.3392,4.8503,1,2023-04-12T10:59:00,UberX,UberX,completed
60244ea1-808b-41aa-8ee1-6ab651e41cca,ridesharing,2023-01-05,E10118,R2395,894f2c32ce35ec1,52.34148,4.84264,1,2023-01-05T05:44:00,8924837edefd7d8,52.36301,4.92835,1,2023-01-05T06:13:00,UberGreen,UberGreen,completed
bc948486-031b-438e-ace9-b4d24df74fd1,ridesharing,2023-04-15,E10158,R2071,89aad18b6960a8d,52.36407,4.93011,1,2023-04-15T19:49:00,8916e42d648bba7,52.38329,4.86213,1,2023-04-15T20:18:00,UberGreen,UberGreen,completed
2f948348-c5ae-4a14-9d98-54a7534294d2,ridesharing,2023-02-17,E10024,R2532,8923b978ea3936f,51.91364,4.45798,2,2023-02-17T04:59:00,895b48359416033,51.90909,4.43833,2,2023-02-17T05:41:00,UberX,UberX,completed
95ccfc86-cd20-4f43-b680-65fb158cee70,ridesharing,2023-01-26,E10121,R2396,891248ba3f25a59,52.08117,4.28819,5,2023-01-26T02:31:00,895759892f5114d,52.09089,4.24657,5,2023-01-26T02:38:00,UberX,UberX,completed
e8344dbf-eb9e-46bd-a144-289f20f3d550,ridesharing,2023-01-30,E10154,R2513,892d18b65eaf4b1,51.46237,5.51754,4,2023-01-30T02:17:00,8938a41a9e0481c,51.40753,5.45062,4,2023-01-30T02:48:00,UberX,UberX,completed
b14dfba3-f31b-443c-8aa8-13afd4d6b121,ridesharing,2023-04-17,E10045,R2576,8925eed6bd82ddd,51.94428,4.51684,2,2023-04-17T03:40:00,89512c48912aeee,51.91176,4.45541,2,2023-04-17T04:00:00,UberX,UberX,completed
7d498bf0-902c-4d22-b897-2b869a6b0140,ridesharing,2023-04-02,E10125,R2085,89668a27077edd9,51.89812,4.48973,2,2023-04-02T14:10:00,8969a70be432ac0,51.89473,4.49231,2,2023-04-02T14:35:00,UberGreen,UberGreen,completed
0f711e0e-dc74-4593-b5f9-37b65b58b7bb,ridesharing,2023-03-03,E10125,R2528,898e6c59345768c,51.91113,4.43609,2,2023-03-03T06:19:00,899fe4bcaaf2e93,51.91173,4.4388,2,2023-03-03T07:00:00,UberGreen,UberGreen,completed
7faf1a1b-ab82-4c6c-ac01-ad1d2464250d,ridesharing,2023-02-15,E10104,R2256,89e0a536689c38b,51.40786,5.44135,4,2023-02-15T15:35:00,8915f7d44fb4bff,51.46193,5.52254,4,2023-02-15T15:42:00,UberGreen,UberGreen,completed
4378e677-d650-46bf-8aea-618febc80e5f,ridesharing,2023-04-23,E10149,R2468,89c8b312f3d1a47,52.0339,4.32916,5,2023-04-23T11:07:00,8947c03df157eda,52.05582,4.32779,5,2023-04-23T11:36:00,UberX,UberX,completed
ac646232-b3b9-4431-94a0-62578246d00a,ridesharing,2023-01-01,E10050,R2022,89b94aa722e31f4,52.06146,5.07595,3,2023-01-01T01:43:00,89bd7eaf1566164,52.05463,5.1155,3,2023-01-01T02:24:00,UberX,UberX,completed
0b5d5990-2b70-4179-aee3-a95508d9824e,ridesharing,2023-01-24,E10072,R2379,894b845053d2beb,51.94447,4.51117,2,2023-01-24T20:15:00,89570052fae616e,51.94764,4.51471,2,2023-01-24T20:51:00,UberPool,UberPool,completed
c3ad6d9f-b683-4935-9757-f50b01a7b56e,ridesharing,2023-03-04,E10141,R2026,89246dcf03f0c88,52.38362,4.85805,1,2023-03-04T11:46:00,89216b98b977695,52.36187,4.93373,1,2023-03-04T11:57:00,UberX,UberX,completed
2a1f4bcc-852e-44b3-9c52-96d879b3a0cb,ridesharing,2023-02-22,E10156,R2320,8998ab4c2217655,52.0343,4.32888,5,2023-02-22T22:14:00,89552be59ce30e2,52.054,4.32939,5,2023-02-22T22:31:00,UberX,UberX,completed
53d44c4f-1fc4-4506-880e-679454c3928e,ridesharing,2023-04-18,E10141,R2182,89e1f908a4bafc5,51.94576,4.51347,2,2023-04-18T14:38:00,89a6c0a5d1daa4a,51.88442,4.43008,2,2023-04-18T15:11:00,UberX,UberX,completed
49ef547f-3faf-45f5-a629-cb59686ffa30,ridesharing,2023-03-17,E10127,R2312,89581174f1d0395,52.05767,5.1231,3,2023-03-17T03:31:00,897a6d3efafc4a9,52.08305,5.16072,3,2023-03-17T04:10:00,UberX,UberX,completed
c5694a00-364e-4377-8d0d-f6047c762ace,ridesharing,2023-01-18,E10065,R2427,89fd2c18ddf6813,51.47809,5.44869,4,2023-01-18T15:08:00,898d626f5ac4cd6,51.46363,5.52288,4,2023-01-18T15:21:00,UberX,UberX,completed
946e4395-addc-49f4-b47e-5c6f94fedf38,ridesharing,2023-02-21,E10025,R2039,89a09e3b44bda5a,51.40687,5.45376,4,2023-02-21T01:13:00,897ff3041ce5190,51.42294,5.50526,4,2023-02-21T01:49:00,UberX,UberX,completed
09d69d3e-114e-4748-851c-4431a64680af,ridesharing,2023-01-16,E10136,R2043,8900e32db08c0ed,51.90702,4.43772,2,2023-01-16T20:22:00,89b5c6895307655,51.91152,4.454,2,2023-01-16T20:42:00,UberX,UberX,completed
42b8e2be-f760-44f9-a3d8-92c4b9686e7a,ridesharing,2023-04-23,E10016,R2549,89d01f21737fa87,51.90025,4.4939,2,2023-04-23T08:17:00,8973ee03ccfc98c,51.91132,4.45168,2,2023-04-23T08:52:00,UberX,UberX,completed
afe70669-8f47-4c62-8e98-a502fe114e32,ridesharing,2023-03-28,E10067,R2481,8947ca5e660223c,52.07758,4.28197,5,2023-03-28T02:36:00,8985100d2642556,52.03138,4.32887,5,2023-03-28T03:07:00,UberX,UberX,completed
11475862-f663-45b8-ae79-eaa3e7d29f3e,ridesharing,2023-03-24,E10077,R2296,890f293eac530ae,52.05746,5.07257,3,2023-03-24T09:38:00,890a1f783e5b139,52.05944,5.0734,3,2023-03-24T09:48:00,UberX,UberX,completed
b9673b4e-378a-4ce8-9abd-da1855ae1fd7,ridesharing,2023-01-28,E10140,R2370,894634ab6e75bd8,51.40698,5.44352,4,2023-01-28T23:29:00,8941e48d7f6e07a,51.41974,5.50167,4,2023-01-28T23:58:00,UberGreen,UberGreen,completed
9ba60d06-70a2-4cdb-a75c-59d1d00df2f6,ridesharing,2023-02-19,E10040,R2108,89607dbdc728d09,51.46658,5.51388,4,2023-02-19T03:37:00,890b2a11edd4f7e,51.40535,5.45259,4,2023-02-19T03:46:00,UberGreen,UberGreen,completed
a627af4e-0ea0-4277-8c37-fd46203b13ff,ridesharing,2023-02-12,E10146,R2241,89d45a5028b20d9,52.10509,5.13065,3,2023-02-12T02:22:00,89c8fc88251de29,52.0526,5.12374,3,2023-02-12T02:57:00,UberX,UberX,completed
623813d5-0880-4235-8d96-19125cfec80c,ridesharing,2023-02-17,E10124,R2390,8903d3b659728c6,52.09585,4.30871,5,2023-02-17T05:53:00,8925a80b9ec562a,52.04641,4.29193,5,2023-02-17T06:11:00,UberX,UberX,completed
326e5001-5db8-4424-ab8e-a669f1238dee,ridesharing,2023-02-03,E10052,R2587,8912e00ce7cc444,51.90985,4.43794,2,2023-02-03T07:32:00,8994e50e605007f,51.95602,4.51807,2,2023-02-03T08:01:00,UberX,UberX,completed
dc4145be-c7b0-4b7b-8b3b-2a4b7dd597fb,ridesharing,2023-01-22,E10036,R2422,89fe182e656b65d,51.89723,4.48931,2,2023-01-22T10:52:00,89778653379f9e0,51.91488,4.45117,2,2023-01-22T11:23:00,UberGreen,UberGreen,completed
83452e25-8925-4bd8-85fd-10c1bd5449e5,ridesharing,2023-04-10,E10044,R2441,892a4fe05124c49,52.40195,4.95042,1,2023-04-10T13:58:00,89cf5dbd756904f,52.36029,4.90647,1,2023-04-10T14:08:00,UberX,UberX,completed
9100eb9c-445d-4c69-8885-f44128acdfe0,ridesharing,2023-03-30,E10052,R2275,893314a3851ee73,51.94734,4.5178,2,2023-03-30T02:09:00,89cb7b342768f94,51.91309,4.45705,2,2023-03-30T02:23:00,UberBlack,UberBlack,completed
8260eded-af39-475d-bedc-3df54546a93e,ridesharing,2023-03-11,E10095,R2204,89f3f08868cf09e,52.09136,4.24619,5,2023-03-11T04:00:00,8903ef25cade693,52.042,4.29138,5,2023-03-11T04:11:00,UberX,UberX,completed
578fde98-2676-486b-afe6-5ab7fa20d3d8,ridesharing,2023-03-17,E10008,R2115,89f566acd3f0382,51.40701,5.45644,4,2023-03-17T05:27:00,890320d92ab9489,51.42239,5.50802,4,2023-03-17T05:42:00,UberPool,UberPool,completed
a4be4843-31c8-4b63-9ac3-fcf47dc4b074,ridesharing,2023-04-09,E10092,R2517,890e494e11da9ed,51.42175,5.50159,4,2023-04-09T17:49:00,8956fcb84d215d7,51.42094,5.50043,4,2023-04-09T17:58:00,UberX,UberX,completed
63214691-c5e4-4d1c-a0b8-51095758a9a9,ridesharing,2023-02-07,E10098,R2334,893e0e4b22e1030,51.40923,5.44896,4,2023-02-07T19:26:00,898a390c99651d3,51.46737,5.51463,4,2023-02-07T19:50:00,UberX,UberX,completed
64270568-f1de-4de9-8c5d-151841dcb5e1,ridesharing,2023-02-17,E10108,R2007,894398472a43f95,52.03165,4.33526,5,2023-02-17T13:15:00,89ce735e8eb2d83,52.05612,4.32917,5,2023-02-17T13:42:00,UberX,UberX,completed
8400e97f-707e-4c42-81f3-d98a22c13dcd,ridesharing,2023-01-25,E10144,R2361,89138fd2d5d1909,52.08239,5.16539,3,2023-01-25T04:51:00,89a8cda5970080b,52.10831,5.13727,3,2023-01-25T05:22:00,UberX,UberX,completed
067723f3-c8a7-4de8-a000-9d605dc80b8a,ridesharing,2023-01-13,E10004,R2089,8958ec4f752e471,52.36675,4.9333,1,2023-01-13T14:15:00,896e02ca214668b,52.3592,4.90378,1,2023-01-13T14:44:00,UberX,UberX,completed
c9ef67e9-80d2-4e8c-9839-bd467ca510c6,ridesharing,2023-02-26,E10058,R2588,8999e9690bf8719,52.36008,4.89904,1,2023-02-26T05:03:00,89509777f877a1f,52.38681,4.85239,1,2023-02-26T05:45:00,UberPool,UberPool,completed
3ff6155d-1255-4ca5-a639-16a0f9ac8425,ridesharing,2023-03-02,E10054,R2188,899c2b8154fba3f,51.95549,4.52507,2,2023-03-02T03:01:00,89067bbd04e9fec,51.91072,4.45581,2,2023-03-02T03:25:00,UberGreen,UberGreen,completed
ef58b945-036b-4349-bfaa-4460e625e7d5,ridesharing,2023-01-04,E10034,R2416,89f92dc40ba0db6,51.95496,4.52294,2,2023-01-04T10:42:00,8913f683350411d,51.89712,4.49105,2,2023-01-04T11:02:00,UberX,UberX,completed
d709d9b8-bc24-4ade-a389-d22e7b28cd65,ridesharing,2023-03-26,E10064,R2308,8961536d486909f,52.32573,4.90532,1,2023-03-26T18:53:00,89484a20f1b8304,52.4027,4.94409,1,2023-03-26T19:21:00,UberX,UberX,completed
f956089d-763f-4a0f-a58d-e6c3b5f21019,ridesharing,2023-01-13,E10025,R2445,89e1b67fbeff9c2,51.46378,5.51765,4,2023-01-13T22:36:00,89336923ce637ca,51.46755,5.51616,4,2023-01-13T22:53:00,UberX,UberX,completed
9933a33c-61b6-48eb-8034-7dfd08609f3e,ridesharing,2023-02-17,E10072,R2558,89fd668c58df8ce,52.32809,4.90357,1,2023-02-17T06:43:00,8992ea0825eec14,52.36398,4.93537,1,2023-02-17T07:17:00,UberPool,UberPool,completed
351f7423-9c5a-4bba-9031-47bc2fe2a161,ridesharing,2023-04-08,E10086,R2455,896f3a8a2cd1820,52.06202,5.07399,3,2023-04-08T07:24:00,897aa0fc94611bb,52.10728,5.13529,3,2023-04-08T07:54:00,UberX,UberX,completed
3908400d-6781-4867-a3b9-a367ba9a39c2,ridesharing,2023-03-11,E10067,R2278,898aeac9e582f62,52.05576,4.32534,5,2023-03-11T23:56:00,89c6b410ab00b82,52.09464,4.30861,5,2023-03-12T00:09:00,UberX,UberX,completed
851c472f-5d95-418b-ab94-256efba47bc8,ridesharing,2023-03-29,E10140,R2188,89249b4c0e83eb8,51.95426,4.52494,2,2023-03-29T12:00:00,8970f54c72c73fa,51.88491,4.4319,2,2023-03-29T12:41:00,UberGreen,UberGreen,completed
e08df3ca-974b-47e4-94d6-9c395fb2922a,ridesharing,2023-04-03,E10060,R2224,89cc2b021c0f4f9,52.05629,5.11719,3,2023-04-03T12:34:00,89cc15d4f814e29,52.11007,5.13456,3,2023-04-03T12:48:00,UberX,UberX,completed
