msg.city_id,msg.map_id,msg.currency_code,msg.earnings_heatmap_type,msg.predictions.hexagon_id_9,msg.predictions.predicted_eph,msg.predictions.predicted_std,msg.predictions.in_final_heatmap
1,map-1,EUR,supply_demand,89070fdfb4225a8,15.35,1.38,TRUE
1,map-1,EUR,supply_demand,8907390cc9678bb,23.91,3.31,TRUE
1,map-1,EUR,supply_demand,890771d79c0f256,23.08,2.69,TRUE
1,map-1,EUR,supply_demand,89077338ef637f7,29.16,5.39,TRUE
1,map-1,EUR,supply_demand,890777bbddec459,21.81,1.61,TRUE
1,map-1,EUR,supply_demand,8907a8734e2a1ee,33.9,3.23,TRUE
1,map-1,EUR,supply_demand,89083309eb53f0a,18.94,2.86,TRUE
1,map-1,EUR,supply_demand,890837aa201a60d,26.86,3.29,TRUE
1,map-1,EUR,supply_demand,89086bc22cff227,29.65,4.51,TRUE
1,map-1,EUR,supply_demand,8908b5a3f8975cf,25.38,4.81,TRUE
1,map-1,EUR,supply_demand,8908fa185a82aa8,18.95,4.55,TRUE
1,map-1,EUR,supply_demand,89095717fd23377,13.55,5.25,TRUE
1,map-1,EUR,supply_demand,89095923be77cf2,25.59,1.33,TRUE
1,map-1,EUR,supply_demand,890961d665203cb,17.17,1.44,TRUE
1,map-1,EUR,supply_demand,890961ebc46bea7,24.64,4.07,TRUE
1,map-1,EUR,supply_demand,8909adc6c6b6f69,22.76,3.02,TRUE
1,map-1,EUR,supply_demand,8909adc7bd167fb,23.16,4.65,TRUE
1,map-1,EUR,supply_demand,8909af063d52024,22.44,2.02,TRUE
1,map-1,EUR,supply_demand,890a0b0510c44bb,22.55,4.84,TRUE
1,map-1,EUR,supply_demand,890a79dbc6f6754,25.55,1.39,TRUE
1,map-1,EUR,supply_demand,890a97b58d581c0,12.45,3.93,TRUE
1,map-1,EUR,supply_demand,890aad509581136,13.05,3.9,TRUE
1,map-1,EUR,supply_demand,890b274b8991bb4,22.96,5.42,TRUE
1,map-1,EUR,supply_demand,890c14a6fac858d,25.74,4.76,TRUE
1,map-1,EUR,supply_demand,890c7b48bd08000,18.31,3.64,TRUE
1,map-1,EUR,supply_demand,890cd359726fed0,17.96,1.67,TRUE
1,map-1,EUR,supply_demand,890d6aaf7f14fd4,23.38,5.41,TRUE
1,map-1,EUR,supply_demand,890d90e02fce5eb,19.87,3.29,TRUE
1,map-1,EUR,supply_demand,890eac6c6ffc233,23.02,4.68,TRUE
1,map-1,EUR,supply_demand,890ebf823bcbe4e,18.96,2.31,TRUE
1,map-1,EUR,supply_demand,890eec4d7a91a34,19.34,3.22,TRUE
1,map-1,EUR,supply_demand,890ef1c50da09a7,21.41,5,TRUE
1,map-1,EUR,supply_demand,890f5c9b5567ac0,25.32,4.14,TRUE
1,map-1,EUR,supply_demand,890f5f08a7e723d,21,3.17,TRUE
1,map-1,EUR,supply_demand,890fab19881a9a1,19.08,2.65,TRUE
1,map-1,EUR,supply_demand,890fac131bf2250,15.59,1.62,TRUE
1,map-1,EUR,supply_demand,890fc464d9e3648,16.37,3.27,TRUE
1,map-1,EUR,supply_demand,89100b03b335efd,16.22,4.22,TRUE
1,map-1,EUR,supply_demand,89101ec0ac8efc8,24.72,2.39,TRUE
1,map-1,EUR,supply_demand,8910e3532bb8fb4,22.93,3.44,TRUE
1,map-1,EUR,supply_demand,891109908e0ffd3,24.92,5.22,TRUE
1,map-1,EUR,supply_demand,891232974882acc,8,3.96,TRUE
1,map-1,EUR,supply_demand,891232f139f1599,24.33,4.43,TRUE
1,map-1,EUR,supply_demand,89123b302a64ce2,15.76,3.49,TRUE
1,map-1,EUR,supply_demand,891242295be19da,14.69,1.3,TRUE
1,map-1,EUR,supply_demand,891267d4916fee2,16.28,3.6,TRUE
1,map-1,EUR,supply_demand,89128630f8d171a,23.64,3.09,TRUE
1,map-1,EUR,supply_demand,8912b92480c1abc,26.89,1.97,TRUE
1,map-1,EUR,supply_demand,8912c220d09a621,14.28,2.32,TRUE
1,map-1,EUR,supply_demand,8912cead231dc3a,17.12,5.43,TRUE
1,map-1,EUR,supply_demand,89131bab50da3bd,26.39,2.55,TRUE
1,map-1,EUR,supply_demand,891386a6ac0fc1d,23.12,4.78,TRUE
1,map-1,EUR,supply_demand,89138a1a8ee7236,28.7,5.21,TRUE
1,map-1,EUR,supply_demand,8913a252904bcd2,29.45,1.47,TRUE
1,map-1,EUR,supply_demand,8913c6b8e72c7d4,26.4,2.57,TRUE
1,map-1,EUR,supply_demand,891475f865560df,10.2,3.87,TRUE
1,map-1,EUR,supply_demand,8914880cd3c6757,21.17,1.46,TRUE
1,map-1,EUR,supply_demand,8914baf8aa08245,24.75,2.31,TRUE
1,map-1,EUR,supply_demand,8914dff426b1caf,16.98,4.83,TRUE
1,map-1,EUR,supply_demand,8914e1334e73b84,20.94,2.51,TRUE
1,map-1,EUR,supply_demand,89154552ea4334d,26.07,3.85,TRUE
1,map-1,EUR,supply_demand,8915478373ae05c,25.77,3.06,TRUE
1,map-1,EUR,supply_demand,89156137d220423,13.17,4.43,TRUE
1,map-1,EUR,supply_demand,89156bcc44ca87d,25.23,3.34,TRUE
1,map-1,EUR,supply_demand,8915d2865f01f28,20.83,3.51,TRUE
1,map-1,EUR,supply_demand,8915eca17f4e9eb,24.82,5.02,TRUE
1,map-1,EUR,supply_demand,891679916ee26b3,23.35,4.86,TRUE
1,map-1,EUR,supply_demand,8916e5ebfd01e49,17.7,4.75,TRUE
1,map-1,EUR,supply_demand,8916feca942bed6,24.74,2.62,TRUE
1,map-1,EUR,supply_demand,89171ca70ac3b48,24.33,5.22,TRUE
1,map-1,EUR,supply_demand,8917b354d7ca397,18.75,3.04,TRUE
1,map-1,EUR,supply_demand,89180ca1597cf8c,18.66,1.75,TRUE
1,map-1,EUR,supply_demand,89189ad96e76fd0,30.24,2.82,TRUE
1,map-1,EUR,supply_demand,8919099b5b97b3b,26.26,2.43,TRUE
1,map-1,EUR,supply_demand,8919116b00b34cf,14.9,4.77,TRUE
1,map-1,EUR,supply_demand,8919aca3f5f4ef3,25.71,2.74,TRUE
1,map-1,EUR,supply_demand,8919eb8c2a35840,27.43,3.23,TRUE
1,map-1,EUR,supply_demand,891b04625f0d597,26.07,1.66,TRUE
1,map-1,EUR,supply_demand,891b169737d6142,20.65,5.44,TRUE
1,map-1,EUR,supply_demand,891b646cdfadb82,17.76,3.57,TRUE
1,map-1,EUR,supply_demand,891baa7b6366243,22.12,3.08,TRUE
1,map-1,EUR,supply_demand,891bc45017307dc,16.33,3.89,TRUE
1,map-1,EUR,supply_demand,891be298738afbc,20.11,4.46,TRUE
1,map-1,EUR,supply_demand,891c3a45dd79a19,21.94,1.87,TRUE
1,map-1,EUR,supply_demand,891c862e3d8cab8,19.72,3.07,TRUE
1,map-1,EUR,supply_demand,891cb46e113bfa4,26.24,2.14,TRUE
1,map-1,EUR,supply_demand,891cc2e6d3dab3b,21.27,3.89,TRUE
1,map-1,EUR,supply_demand,891cc45e4d3f930,14.44,3.69,TRUE
1,map-1,EUR,supply_demand,891cc6648135baf,16.51,1.64,TRUE
1,map-1,EUR,supply_demand,891cd4bd8e3a346,8,2.23,TRUE
1,map-1,EUR,supply_demand,891cdbb93d383b5,35,5.01,TRUE
1,map-1,EUR,supply_demand,891cfccc6b2854a,28.88,2.84,TRUE
1,map-1,EUR,supply_demand,891d132706d5cd2,23.27,2.48,TRUE
1,map-1,EUR,supply_demand,891d24865ac63d4,18.89,1.49,TRUE
1,map-1,EUR,supply_demand,891d2fc9f3e56b9,24.35,4.61,TRUE
1,map-1,EUR,supply_demand,891d56f64559171,20,2.95,TRUE
1,map-1,EUR,supply_demand,891db18325c24e8,20.35,2.64,TRUE
1,map-1,EUR,supply_demand,891dd5182a787ed,18.93,3.99,TRUE
1,map-1,EUR,supply_demand,891e02ec8e411d9,10.99,5.17,TRUE
1,map-1,EUR,supply_demand,891ef41ad055df6,16.92,3.59,TRUE
1,map-1,EUR,supply_demand,891f596603c59c5,25.17,2.85,TRUE
1,map-1,EUR,supply_demand,892000aab959745,18.05,4.3,TRUE
1,map-1,EUR,supply_demand,89203b0e443eca6,19.36,3.6,TRUE
1,map-1,EUR,supply_demand,8920b8e7f95b083,29.07,1.66,TRUE
1,map-1,EUR,supply_demand,8920c76127d331e,20.99,4.8,TRUE
1,map-1,EUR,supply_demand,89211224f353cc2,27.96,4.35,TRUE
1,map-1,EUR,supply_demand,89214e61e649676,21.88,5.36,TRUE
1,map-1,EUR,supply_demand,89218e77c33f1bf,27.7,5.42,TRUE
1,map-1,EUR,supply_demand,8921930dd2fbbc0,20.93,3.02,TRUE
1,map-1,EUR,supply_demand,8921df62e8845d5,26.14,3.32,TRUE
1,map-1,EUR,supply_demand,892207267ec4cb7,25.56,3.39,TRUE
1,map-1,EUR,supply_demand,892233de6598b95,28.05,1.43,TRUE
1,map-1,EUR,supply_demand,89225ea4f4a86fd,9.72,4.33,TRUE
1,map-1,EUR,supply_demand,89228340cd61c57,10.04,1.67,TRUE
1,map-1,EUR,supply_demand,8922ad82041caa9,21.95,5.19,TRUE
1,map-1,EUR,supply_demand,8922e2b5ac60a1b,22.18,3.76,TRUE
1,map-1,EUR,supply_demand,892357176cfd47f,29.56,2.59,TRUE
1,map-1,EUR,supply_demand,89238089fae4915,18.04,5.35,TRUE
1,map-1,EUR,supply_demand,8923a13a9eda139,18.64,4.71,TRUE
1,map-1,EUR,supply_demand,8924064875d1c91,23.7,4.03,TRUE
1,map-1,EUR,supply_demand,8924134d0b51ba8,21.86,4.67,TRUE
1,map-1,EUR,supply_demand,89246dcf03f0c88,21.5,3.05,TRUE
1,map-1,EUR,supply_demand,8924bebb305fc17,13.15,3.75,TRUE
1,map-1,EUR,supply_demand,8924cdbca5718c0,13.6,1.36,TRUE
1,map-1,EUR,supply_demand,89257ad6c467f37,19.12,1.5,TRUE
1,map-1,EUR,supply_demand,8926059a28e0d3c,22.53,5.08,TRUE
1,map-1,EUR,supply_demand,89263acbca0ef34,11.83,3.49,TRUE
1,map-1,EUR,supply_demand,8926c7f25402efd,28.71,3.87,TRUE
1,map-1,EUR,supply_demand,8926e4545967ace,35,1.91,TRUE
1,map-1,EUR,supply_demand,892757f65ae5a93,27.36,4.55,TRUE
1,map-1,EUR,supply_demand,8927d77d7469e2b,20.98,1.45,TRUE
1,map-1,EUR,supply_demand,8928139e630937b,30.9,2.95,TRUE
1,map-1,EUR,supply_demand,8928a6bde5737e4,23.66,1.76,TRUE
1,map-1,EUR,supply_demand,8928b65997a7657,24.17,3.36,TRUE
1,map-1,EUR,supply_demand,89291c9af6791a3,15.48,3.52,TRUE
1,map-1,EUR,supply_demand,8929299edf7ff43,17.24,4.78,TRUE
1,map-1,EUR,supply_demand,8929a59053a1c2a,15.08,4.27,TRUE
1,map-1,EUR,supply_demand,892a06c1a4018bd,22.79,1.37,TRUE
1,map-1,EUR,supply_demand,892a4fe05124c49,23.62,2.66,TRUE
1,map-1,EUR,supply_demand,892a5627298491e,26.74,5.19,TRUE
1,map-1,EUR,supply_demand,892ac8d9c235fea,21.95,3.62,TRUE
1,map-1,EUR,supply_demand,892b03b186242dc,19.73,5.45,TRUE
1,map-1,EUR,supply_demand,892b0a3f11108fa,31.32,4.52,TRUE
1,map-1,EUR,supply_demand,892b879d4b6d7b3,22.15,4.05,TRUE
1,map-1,EUR,supply_demand,892bb9183673076,22.35,3.65,TRUE
1,map-1,EUR,supply_demand,892c111de535d03,17.2,1.86,TRUE
1,map-1,EUR,supply_demand,892c2504979d952,27.07,5.48,TRUE
1,map-1,EUR,supply_demand,892c4fdefc35304,11.05,2.52,TRUE
1,map-1,EUR,supply_demand,892c5a52e30b63f,25.24,1.37,TRUE
1,map-1,EUR,supply_demand,892d15b56ad9f32,15.63,2.62,TRUE
1,map-1,EUR,supply_demand,892d7024b4bb352,23.85,1.86,TRUE
1,map-1,EUR,supply_demand,892dc27b7dd7931,21.99,1.32,TRUE
1,map-1,EUR,supply_demand,892dde952f155de,14.58,1.56,TRUE
1,map-1,EUR,supply_demand,892e0d64e34521f,23.48,5.29,TRUE
1,map-1,EUR,supply_demand,892e5dc26539cb6,17.45,3.47,TRUE
1,map-1,EUR,supply_demand,892e65042aa1363,20.76,3.82,TRUE
1,map-1,EUR,supply_demand,892e91cd8bb1978,31.05,1.4,TRUE
1,map-1,EUR,supply_demand,892ef26ee54b052,26.27,4.15,TRUE
1,map-1,EUR,supply_demand,892f1c8d0263fd0,19.98,1.32,TRUE
1,map-1,EUR,supply_demand,892f645b18d4201,20.95,4.46,TRUE
1,map-1,EUR,supply_demand,892f65b4f24b251,32.92,4.51,TRUE
1,map-1,EUR,supply_demand,892fcaa6f77b31a,13.39,3.72,TRUE
1,map-1,EUR,supply_demand,892ff18efba0a4b,19.04,4.53,TRUE
1,map-1,EUR,supply_demand,89300ac48a460ba,31.94,4.45,TRUE
1,map-1,EUR,supply_demand,893014f8fba406b,22.02,5.11,TRUE
1,map-1,EUR,supply_demand,893025403329c66,27.09,1.48,TRUE
1,map-1,EUR,supply_demand,8930686e4279545,15.08,2.97,TRUE
1,map-1,EUR,supply_demand,893088763a5eefd,17.22,1.58,TRUE
1,map-1,EUR,supply_demand,89316bffc95e79d,19.65,2.13,TRUE
1,map-1,EUR,supply_demand,89317907a538bf8,17.71,4.19,TRUE
1,map-1,EUR,supply_demand,8931fcbc04d4ff1,16.56,3.02,TRUE
1,map-1,EUR,supply_demand,89321c827608b44,15.56,3.49,TRUE
1,map-1,EUR,supply_demand,89323c7a5f53d4b,22.96,1.36,TRUE
1,map-1,EUR,supply_demand,893246115d5d6f6,20.67,1.86,TRUE
1,map-1,EUR,supply_demand,89326481f81f0f7,24.06,1.51,TRUE
1,map-1,EUR,supply_demand,8932a05296e3f67,23.5,2.27,TRUE
1,map-1,EUR,supply_demand,8932b2aae8b946d,22.56,4.71,TRUE
1,map-1,EUR,supply_demand,8932f32af06f1db,24.13,4.95,TRUE
1,map-1,EUR,supply_demand,8932f81ea89943c,27.19,2.78,TRUE
1,map-1,EUR,supply_demand,89331eb8d16fe70,25.67,4.3,TRUE
1,map-1,EUR,supply_demand,8933d4678031448,21.47,2.83,TRUE
1,map-1,EUR,supply_demand,8934ccad83aab0e,27.84,4.71,TRUE
1,map-1,EUR,supply_demand,8934fc22e15fdb3,24.39,4.24,TRUE
1,map-1,EUR,supply_demand,89351ad636f8ae5,15.36,1.87,TRUE
1,map-1,EUR,supply_demand,893537a36b48a01,19.27,4.67,TRUE
1,map-1,EUR,supply_demand,89354065b658ca1,20.79,2.53,TRUE
1,map-1,EUR,supply_demand,89356e5d93d61e4,24.22,2.22,TRUE
1,map-1,EUR,supply_demand,8935c8497b243be,20.34,4.57,TRUE
1,map-1,EUR,supply_demand,8935c99d294e33f,24.13,3.62,TRUE
1,map-1,EUR,supply_demand,8936179855202e3,17.91,3.8,TRUE
1,map-1,EUR,supply_demand,893624d81519bfb,19.29,2.19,TRUE
1,map-1,EUR,supply_demand,89363e487e29ae7,32.39,4.66,TRUE
1,map-1,EUR,supply_demand,89365f1e5a29395,25.29,4.2,TRUE
1,map-1,EUR,supply_demand,8936f804623508b,16.98,5.26,TRUE
1,map-1,EUR,supply_demand,89378e7a652f313,27.32,4.06,TRUE
1,map-1,EUR,supply_demand,8937ae879a2d2b3,13.29,2.14,TRUE
1,map-1,EUR,supply_demand,8937c42d8be1805,20.27,2.28,TRUE
1,map-1,EUR,supply_demand,8937cebff050354,23.68,4.24,TRUE
1,map-1,EUR,supply_demand,89387a869801d8f,29.57,4.42,TRUE
1,map-1,EUR,supply_demand,8938b82266f916e,21.96,3.69,TRUE
1,map-1,EUR,supply_demand,89396513dd35c75,20.16,3.68,TRUE
1,map-1,EUR,supply_demand,893993e21683c7a,23.26,3.34,TRUE
1,map-1,EUR,supply_demand,8939986f6bca985,27.43,2.83,TRUE
1,map-1,EUR,supply_demand,893ab011f88499d,29.82,1.86,TRUE
1,map-1,EUR,supply_demand,893af14b316170e,17.9,3.95,TRUE
1,map-1,EUR,supply_demand,893b08c5dfe5928,20.55,4.6,TRUE
1,map-1,EUR,supply_demand,893b96d37b04071,22.64,2.92,TRUE
1,map-1,EUR,supply_demand,893c5d0b73afcfc,23.06,5.49,TRUE
1,map-1,EUR,supply_demand,893c7a47c62803a,9.86,2.17,TRUE
1,map-1,EUR,supply_demand,893cdd5603874f8,18.84,2.17,TRUE
1,map-1,EUR,supply_demand,893d0fad9321f48,8,3.02,TRUE
1,map-1,EUR,supply_demand,893d3cc1e31d68f,19.03,3.38,TRUE
1,map-1,EUR,supply_demand,893d746b3ae6494,30.25,1.31,TRUE
1,map-1,EUR,supply_demand,893da6045f2e3d4,11.77,2.97,TRUE
1,map-1,EUR,supply_demand,893e4bb2e8d118e,20.46,2.18,TRUE
1,map-1,EUR,supply_demand,893e7568dc7f1af,27.8,3.28,TRUE
1,map-1,EUR,supply_demand,893e882a7b56297,24.81,2.56,TRUE
1,map-1,EUR,supply_demand,893ee10812cdf49,24.69,3.1,TRUE
1,map-1,EUR,supply_demand,893f0bc0636d24b,18.99,2.1,TRUE
1,map-1,EUR,supply_demand,893f2feb8027000,30.15,2.63,TRUE
1,map-1,EUR,supply_demand,893f750dc1e5187,23.29,5.01,TRUE
1,map-1,EUR,supply_demand,893ffeccf312882,14.21,1.56,TRUE
1,map-1,EUR,supply_demand,8940057f2f0e909,18.58,3.47,TRUE
1,map-1,EUR,supply_demand,8940497933204da,23.72,3.58,TRUE
1,map-1,EUR,supply_demand,894095fa964490c,28.19,5.25,TRUE
1,map-1,EUR,supply_demand,8940fa38da4bf03,14.59,5.09,TRUE
1,map-1,EUR,supply_demand,894153b5560af92,32.26,2.58,TRUE
1,map-1,EUR,supply_demand,8941a14ead79a3f,20.63,2.69,TRUE
1,map-1,EUR,supply_demand,89425dc66258e5c,20.84,4.79,TRUE
1,map-1,EUR,supply_demand,894367d34286eee,25.99,4.85,TRUE
1,map-1,EUR,supply_demand,89439807d5495db,15.88,2.92,TRUE
1,map-1,EUR,supply_demand,89441348258dbfc,32.68,5.14,TRUE
1,map-1,EUR,supply_demand,894465fc9cfdd1d,21.36,4,TRUE
1,map-1,EUR,supply_demand,8944f1370adc963,20.46,4.78,TRUE
1,map-1,EUR,supply_demand,894502ff4348c43,27.81,2.84,TRUE
1,map-1,EUR,supply_demand,8945085851310cf,17.84,3.37,TRUE
1,map-1,EUR,supply_demand,89453ec2ec0a347,16.68,1.67,TRUE
1,map-1,EUR,supply_demand,894612cea3b3ce8,18.08,1.38,TRUE
1,map-1,EUR,supply_demand,8946b9cec240271,27.21,3.69,TRUE
1,map-1,EUR,supply_demand,894701d5ddec920,13.77,4.57,TRUE
1,map-1,EUR,supply_demand,894727093b074cb,16.12,5.08,TRUE
1,map-1,EUR,supply_demand,89478dc0b141767,8,5.17,TRUE
1,map-1,EUR,supply_demand,8947cf31fffbebb,23.77,4.49,TRUE
1,map-1,EUR,supply_demand,8947e6914c68698,24.4,5.06,TRUE
1,map-1,EUR,supply_demand,8947ebf5de441a9,17.7,4.08,TRUE
1,map-1,EUR,supply_demand,89480a07db34aae,21.41,3.82,TRUE
1,map-1,EUR,supply_demand,89484a48b5e328b,27.24,1.98,TRUE
1,map-1,EUR,supply_demand,8948b6eadd5de24,17.67,2.56,TRUE
1,map-1,EUR,supply_demand,8948f10aa7097cd,11.38,4.72,TRUE
1,map-1,EUR,supply_demand,89495ae54507e8c,24.61,1.92,TRUE
1,map-1,EUR,supply_demand,8949a85fb31ae7d,29.71,4.02,TRUE
1,map-1,EUR,supply_demand,8949f44c36ae3e8,23.15,4.97,TRUE
1,map-1,EUR,supply_demand,894a263ed88b9d7,19.6,4.05,TRUE
1,map-1,EUR,supply_demand,894a2cb68af811c,22.45,4.61,TRUE
1,map-1,EUR,supply_demand,894a4f8b250e92a,15.8,5.47,TRUE
1,map-1,EUR,supply_demand,894a5a7c63c861b,12.15,2.04,TRUE
1,map-1,EUR,supply_demand,894a7f036a9dfd7,27.03,1.31,TRUE
1,map-1,EUR,supply_demand,894b0275de00386,23.19,5.04,TRUE
1,map-1,EUR,supply_demand,894b1c629cb6387,18.32,4.25,TRUE
1,map-1,EUR,supply_demand,894b55f7f392f55,20.78,3.48,TRUE
1,map-1,EUR,supply_demand,894b8a9b2a3362c,15.21,4.97,TRUE
1,map-1,EUR,supply_demand,894bf8dbe20625b,30.59,3.72,TRUE
1,map-1,EUR,supply_demand,894c85a78569105,13.72,1.5,TRUE
1,map-1,EUR,supply_demand,894c9a6335dd6c0,18.79,2.23,TRUE
1,map-1,EUR,supply_demand,894caf07bfd26eb,26.14,4.68,TRUE
1,map-1,EUR,supply_demand,894cb5bf8557a77,21.59,2.66,TRUE
1,map-1,EUR,supply_demand,894cc499509058f,20.95,4.85,TRUE
1,map-1,EUR,supply_demand,894d273725b3589,29.39,2.49,TRUE
1,map-1,EUR,supply_demand,894d605284fb02d,18.98,5,TRUE
1,map-1,EUR,supply_demand,894d6c54efb54b9,19.34,2.6,TRUE
1,map-1,EUR,supply_demand,894d9f55501ad22,22.4,4.84,TRUE
1,map-1,EUR,supply_demand,894db7e29f796ed,26.45,1.78,TRUE
1,map-1,EUR,supply_demand,894e69a43a3ec19,26.85,1.35,TRUE
1,map-1,EUR,supply_demand,894f209b63361c6,19.47,2.32,TRUE
1,map-1,EUR,supply_demand,894f2c32ce35ec1,17.49,1.79,TRUE
1,map-1,EUR,supply_demand,894f5f78e1b03a2,21.38,3.95,TRUE
1,map-1,EUR,supply_demand,895051b3826b301,27.03,1.98,TRUE
1,map-1,EUR,supply_demand,895053e76418d66,10.13,2.42,TRUE
1,map-1,EUR,supply_demand,89507ee97969b22,26.25,2.03,TRUE
1,map-1,EUR,supply_demand,8951095174673aa,16.14,2.41,TRUE
1,map-1,EUR,supply_demand,89513e113a4d418,28.4,2.51,TRUE
1,map-1,EUR,supply_demand,89519c0b78b4ddc,27.31,3.87,TRUE
1,map-1,EUR,supply_demand,8951a078f8cebfd,14.78,4.18,TRUE
1,map-1,EUR,supply_demand,8951be0254618de,21.33,3.48,TRUE
1,map-1,EUR,supply_demand,8952218830e9d7f,13.64,5.19,TRUE
1,map-1,EUR,supply_demand,89523f6db03b046,12.16,4.42,TRUE
1,map-1,EUR,supply_demand,8952473bcb0e782,20.04,4.94,TRUE
1,map-1,EUR,supply_demand,8952a206a217f2d,23.36,3.54,TRUE
1,map-1,EUR,supply_demand,8952d1dc9f2e58c,16.06,5.03,TRUE
1,map-1,EUR,supply_demand,8952ee7e2496ff7,14.88,5.46,TRUE
1,map-1,EUR,supply_demand,8953094f1b29bfe,24.04,5.17,TRUE
1,map-1,EUR,supply_demand,89539f227513af3,16.23,1.68,TRUE
1,map-1,EUR,supply_demand,8953a75489630ca,30.2,3.99,TRUE
1,map-1,EUR,supply_demand,8953b9b2b7b977d,30.78,1.77,TRUE
1,map-1,EUR,supply_demand,8953d26ce4fe56f,16.81,2.43,TRUE
1,map-1,EUR,supply_demand,8953e2c45b8ac74,24.85,5.22,TRUE
1,map-1,EUR,supply_demand,8954b2018a070d8,21.8,3.24,TRUE
1,map-1,EUR,supply_demand,8954b8cd0d70f4a,19.34,4.91,TRUE
1,map-1,EUR,supply_demand,8954f28cdfaed11,15.08,2.49,TRUE
1,map-1,EUR,supply_demand,89552931a391bfe,21.5,2.21,TRUE
1,map-1,EUR,supply_demand,895546e823bdfed,24.12,3.88,TRUE
1,map-1,EUR,supply_demand,89558af97f64697,25.61,5.46,TRUE
1,map-1,EUR,supply_demand,8955965b9427431,23.41,3.92,TRUE
1,map-1,EUR,supply_demand,89559784c17ebe0,17.75,1.67,TRUE
1,map-1,EUR,supply_demand,89559ae93317189,27.09,2.43,TRUE
1,map-1,EUR,supply_demand,8955aa2cbab9013,12.09,3.5,TRUE
1,map-1,EUR,supply_demand,8956172e8eef8ab,25.44,4.07,TRUE
1,map-1,EUR,supply_demand,89564a693952e5a,21.98,2.5,TRUE
1,map-1,EUR,supply_demand,89568e60ac6a9b0,25.15,2.75,TRUE
1,map-1,EUR,supply_demand,8956a01330e7093,21.53,4.12,TRUE
1,map-1,EUR,supply_demand,8956c954d6c4741,23.06,4.88,TRUE
1,map-1,EUR,supply_demand,8956cff9b810beb,23.46,5.17,TRUE
1,map-1,EUR,supply_demand,8956f1dea1dd400,21.46,2.4,TRUE
1,map-1,EUR,supply_demand,8957fa9b86051bf,20.39,4.41,TRUE
1,map-1,EUR,supply_demand,8957fc9d5cf909d,24.07,2.71,TRUE
1,map-1,EUR,supply_demand,89580368262e80b,20.4,1.34,TRUE
1,map-1,EUR,supply_demand,895832fc71d959b,29.45,1.71,TRUE
1,map-1,EUR,supply_demand,895834d1a9b3349,23.26,2.68,TRUE
1,map-1,EUR,supply_demand,895870e3c2c77e5,18.92,3.36,TRUE
1,map-1,EUR,supply_demand,895885a4a6c4497,22.09,4.86,TRUE
1,map-1,EUR,supply_demand,8958bdd7b2b8c53,18.65,4.22,TRUE
1,map-1,EUR,supply_demand,8958cfc5ada8371,16.72,2.06,TRUE
1,map-1,EUR,supply_demand,8958ec4f752e471,24.92,2.85,TRUE
1,map-1,EUR,supply_demand,8959aa94b5964bb,10.19,4.11,TRUE
1,map-1,EUR,supply_demand,8959caf6a821e3a,19.49,1.78,TRUE
