order_id,courier_id,customer_id,merchant_id,city_id,vehicle_type,is_ev,start_time,end_time,pickup_lat,pickup_lon,pickup_hex_id9,drop_lat,drop_lon,drop_hex_id9,distance_km,duration_mins,basket_value_eur,delivery_fee_eur,tip_eur,net_earnings,payment_type,date
17a56f8a-076f-4f0f-911d-d03e0eec18e3,E10325,C3151,M207,2,scooter,FALSE,2023-01-04 00:37:00,2023-01-04 00:59:00,51.89184,4.44938,89fafa94dad4ccc,51.95568,4.52531,89d797a710d356a,4.15,22,26.53,2.1,1.63,3.73,wallet,2023-01-04
155143ed-9956-4a4b-874c-df815220fe8a,E10285,C3229,M406,4,scooter,TRUE,2023-02-20 06:34:00,2023-02-20 07:10:00,51.45581,5.43195,89a572f5908a469,51.40946,5.44582,8941f4faa199dae,5.69,36,19.35,3.69,0,3.69,wallet,2023-02-20
5baf0800-44bc-477e-9723-f2ebf2c777d4,E10311,C3647,M504,5,scooter,TRUE,2023-02-13 05:38:00,2023-02-13 05:49:00,52.09866,4.24112,89cb3e38e2b648c,52.0945,4.30694,89c1a98f1871a35,3.38,11,17.86,3.89,0,3.89,card,2023-02-13
9a565957-7b5d-49b0-9410-f8f58c0d96a3,E10160,C3318,M108,1,scooter,FALSE,2023-04-30 00:35:00,2023-04-30 01:12:00,52.39716,4.92587,89c5001f21a95bc,52.32728,4.904,897208577e63776,5.21,37,25.82,2.16,0,2.16,card,2023-04-30
8fe3870a-b187-4a9d-b1a6-078476881572,E10221,C3067,M107,1,scooter,TRUE,2023-03-17 08:43:00,2023-03-17 09:21:00,52.41215,4.86672,89de1000acbf672,52.35993,4.90005,899fb3e14cb2b94,3.83,38,33.74,4.37,0,4.37,wallet,2023-03-17
c7dff74f-cee7-49c2-a09f-620744c3acb0,E10352,C3569,M405,4,bike,FALSE,2023-01-01 23:33:00,2023-01-01 23:52:00,51.44413,5.42245,89790add4b9c276,51.47999,5.44922,89a8381da6a81ce,4.32,19,29.71,3.6,0,3.6,card,2023-01-01
e2e22c2f-cea3-4890-b12d-29379d92c1fe,E10318,C3373,M408,4,scooter,FALSE,2023-04-13 02:03:00,2023-04-13 02:53:00,51.46255,5.43708,898231c375c562b,51.40749,5.44793,890bd1935b91b58,4.4,50,21,4.35,0,4.35,card,2023-04-13
944e3897-fa46-4f57-81d6-f36f24c102e4,E10225,C3571,M102,1,bike,TRUE,2023-04-23 10:29:00,2023-04-23 10:45:00,52.4128,4.90526,89bf38e1aec2e31,52.35971,4.9045,8987be941890712,3.22,16,27.08,3.75,0,3.75,card,2023-04-23
0141364c-e03a-46b3-a6b2-236882a71046,E10232,C3507,M503,5,scooter,TRUE,2023-04-14 11:18:00,2023-04-14 11:36:00,52.0642,4.33398,89ae85cbf356aba,52.05535,4.32639,89579ea3845aeb2,6.18,18,34.24,3.58,0.11,3.69,wallet,2023-04-14
3ed68b01-352a-411b-bad7-f683c4a4f541,E10343,C3450,M404,4,bike,TRUE,2023-01-29 00:47:00,2023-01-29 01:05:00,51.44549,5.41323,89d602137f67cd5,51.42245,5.50623,890bb44a0e2635f,1.37,18,25.21,2.01,0,2.01,wallet,2023-01-29
1196bc61-5f5d-4c68-b06b-965f3ee9a2ce,E10208,C3657,M203,2,scooter,FALSE,2023-01-18 17:04:00,2023-01-18 17:58:00,51.90891,4.46674,89074823115ffd3,51.94252,4.51145,89720645379dd1b,4.16,54,27.6,3.24,0,3.24,card,2023-01-18
57ba7d56-f85a-462f-9690-8c9d2ab342b5,E10249,C3042,M101,1,scooter,TRUE,2023-03-21 20:06:00,2023-03-21 20:50:00,52.36889,4.88572,898dd8ff5074aab,52.4031,4.94988,895533df699b256,2.58,44,32.54,4.02,0.88,4.9,card,2023-03-21
fe83b881-4980-4954-989c-4281c364ec5e,E10304,C3333,M103,1,bike,TRUE,2023-01-04 04:26:00,2023-01-04 04:55:00,52.36721,4.94258,8930686e4279545,52.32593,4.89784,89c41e60714e12f,4.52,29,34.01,3.57,1.72,5.29,wallet,2023-01-04
c176c50f-03e6-46b9-a2a4-bf69115303c5,E10287,C3358,M308,3,bike,TRUE,2023-02-22 15:39:00,2023-02-22 15:58:00,52.13816,5.09285,894a3ceeaa5b1c6,52.05544,5.11806,89c5fc7f2377820,2.29,19,22.02,4.25,0,4.25,card,2023-02-22
eb21239f-4de2-4aa1-a2a4-fe7e9dfbf8d2,E10333,C3321,M306,3,bike,FALSE,2023-04-26 04:50:00,2023-04-26 05:20:00,52.11416,5.15409,89cacecf17b0c3b,52.06139,5.06968,89eb24c8bf8602d,1.06,30,16.9,2.94,0,2.94,card,2023-04-26
bb62df17-7aff-4aab-bed5-828855d9f2b9,E10256,C3529,M108,1,car,FALSE,2023-01-25 04:55:00,2023-01-25 05:05:00,52.39943,4.9243,89fb47331d1a866,52.32841,4.90656,89be8c38b715a0b,4.74,10,28.81,4.25,0,4.25,card,2023-01-25
ec91261e-7927-45a8-bcf3-3336aaec2a92,E10170,C3559,M404,4,bike,TRUE,2023-04-22 08:31:00,2023-04-22 08:42:00,51.44594,5.41065,8953b07e48ca2ca,51.41867,5.50862,89bbbb2760bfaf4,0.87,11,31.11,2.57,0,2.57,card,2023-04-22
48bd54cf-e846-4b1c-b26b-fa3484f6c9f3,E10357,C3016,M505,5,bike,TRUE,2023-02-20 14:36:00,2023-02-20 14:47:00,52.03091,4.28498,89bd83ae708dab7,52.04632,4.2903,895d5a1cfbe92ef,4.48,11,27.65,3.44,0,3.44,card,2023-02-20
1ea76282-d78c-4e2a-94d6-1d8d18ad3633,E10246,C3698,M103,1,scooter,FALSE,2023-04-09 15:46:00,2023-04-09 16:36:00,52.36651,4.93983,893f2feb8027000,52.38891,4.8567,89368dc73d29f5f,3.84,50,17.17,2.04,0,2.04,card,2023-04-09
af828060-0c15-42ba-bd75-022e95750115,E10222,C3132,M305,3,scooter,TRUE,2023-01-29 07:39:00,2023-01-29 08:15:00,52.13999,5.0999,893df6c7d00173b,52.08142,5.16206,89b04f38f1f6522,3.92,36,23.54,3.31,0,3.31,card,2023-01-29
0e750d25-774d-4b0b-a620-b04b94c1d8c6,E10236,C3320,M508,5,scooter,TRUE,2023-01-27 11:49:00,2023-01-27 12:35:00,52.07681,4.3474,890f706a392fb90,52.08859,4.24705,8974928b6e250f2,4.2,46,34.78,2.28,0,2.28,wallet,2023-01-27
abb6a10f-ef3c-4c5b-96d5-adc160b77349,E10326,C3325,M408,4,scooter,FALSE,2023-02-17 06:57:00,2023-02-17 07:07:00,51.46333,5.43297,891f05693510a8b,51.40553,5.45513,89243bcb57ee7d0,3.47,10,12.45,3.05,0,3.05,wallet,2023-02-17
6ff942df-96af-43e2-8378-fa3b2ba4c520,E10192,C3661,M502,5,scooter,FALSE,2023-04-26 08:21:00,2023-04-26 08:57:00,52.06972,4.35622,89a4a767d966b0a,52.04638,4.29057,8934226f57c64f3,3.34,36,23.93,2.43,0,2.43,wallet,2023-04-26
34776f6d-7df4-457b-9065-49b49a9c3151,E10270,C3685,M302,3,scooter,FALSE,2023-03-08 16:22:00,2023-03-08 16:49:00,52.11264,5.09326,8973bf83760dc5a,52.10519,5.13594,89b2ac2dfda8be0,4.31,27,26.04,3.41,0,3.41,card,2023-03-08
f31a407b-f264-405a-aef9-e51e161d043b,E10247,C3437,M508,5,bike,TRUE,2023-03-12 23:50:00,2023-03-13 00:25:00,52.07793,4.35403,89230dc523a1a4e,52.09557,4.30851,89b6045973f7665,3.29,35,16.1,3.7,0,3.7,card,2023-03-12
257ce41f-dfef-472b-b0b1-c365118e65e6,E10164,C3462,M204,2,bike,TRUE,2023-04-12 02:02:00,2023-04-12 02:32:00,51.97302,4.49953,89e5a611436ad06,51.88679,4.43211,89d3926df4c8876,3.51,30,33.57,2.42,0,2.42,wallet,2023-04-12
dbb23f23-c2ed-41f7-b299-6d8990a15a9c,E10280,C3061,M402,4,bike,FALSE,2023-02-23 20:40:00,2023-02-23 20:54:00,51.39731,5.48715,8990558d8d532ea,51.47968,5.44793,8924dd1de3651e9,1.4,14,33.82,2.88,0,2.88,wallet,2023-02-23
5d587f21-d70e-4aec-8d4e-b8cddb4f5874,E10241,C3370,M406,4,bike,FALSE,2023-03-10 05:27:00,2023-03-10 05:46:00,51.45912,5.43658,899ed1519ff7b14,51.40614,5.44953,8919a711d914e51,3.52,19,25.31,3.74,0,3.74,card,2023-03-10
29608530-3c44-437a-9247-0db84976f9a4,E10293,C3545,M301,3,bike,FALSE,2023-03-28 15:20:00,2023-03-28 15:49:00,52.04167,5.09488,8946c07b2bcd9c6,52.05422,5.12371,896621a9759cef2,2.6,29,18.34,3.3,0,3.3,wallet,2023-03-28
9c46b05b-7515-4635-857e-fec1f4531228,E10199,C3395,M508,5,bike,TRUE,2023-02-13 11:28:00,2023-02-13 11:52:00,52.07951,4.34841,893568e232c81e3,52.08241,4.28316,8902cfdf68457b7,3.39,24,25.75,2.08,0,2.08,wallet,2023-02-13
255cb134-9e4a-4146-a9c6-5c069df1ecf7,E10328,C3382,M205,2,scooter,TRUE,2023-04-11 12:25:00,2023-04-11 13:15:00,51.92384,4.41613,895a1fa034ae50d,51.88877,4.43263,891f59ae4125244,4.35,50,34.07,3.58,0,3.58,wallet,2023-04-11
db2b3be8-f496-40b6-9ec9-3df8e1bfc051,E10301,C3512,M106,1,scooter,TRUE,2023-01-14 22:20:00,2023-01-14 23:11:00,52.3687,4.94131,89e012923e3de5e,52.36651,4.93099,898d6c90693985f,3.72,51,21.47,2.89,0,2.89,wallet,2023-01-14
28426f7e-697f-4dbd-b0cb-e42f9e2149a5,E10248,C3542,M307,3,car,TRUE,2023-02-09 12:17:00,2023-02-09 12:37:00,52.07245,5.15176,893df6625f960c6,52.05418,5.11853,899fbbbde5219b9,4.9,20,30.7,3.29,0,3.29,card,2023-02-09
9acd55e9-7139-4b9c-9081-a9e19064abb4,E10295,C3154,M502,5,scooter,FALSE,2023-01-16 10:29:00,2023-01-16 10:54:00,52.06741,4.36495,8978d6a16acfdff,52.09044,4.24363,8964bacaf743b57,4.45,25,25.3,3.04,0,3.04,wallet,2023-01-16
c4af73bd-9aee-429c-b191-44b2c823bf6a,E10269,C3278,M203,2,bike,TRUE,2023-03-20 05:13:00,2023-03-20 05:24:00,51.90773,4.46658,89ba7edef0ff75b,51.95392,4.51577,89477ee73f419f7,2.86,11,26.31,3.26,0.03,3.29,wallet,2023-03-20
e2412dff-a349-46c2-aec4-a2d18b139166,E10229,C3428,M203,2,car,FALSE,2023-03-27 01:51:00,2023-03-27 02:09:00,51.90786,4.46513,89cbdd2b15a61f0,51.88727,4.43104,89a3abef6ecc43b,6.43,18,21.15,2.45,0,2.45,wallet,2023-03-27
271d7d2c-7584-42c6-89b4-fb68769da9de,E10346,C3314,M401,4,scooter,TRUE,2023-02-05 10:53:00,2023-02-05 11:29:00,51.42128,5.47294,891b5a38effb8b4,51.40773,5.45332,89c248e6ac08799,4.09,36,19.3,4.07,0,4.07,card,2023-02-05
6790162c-e45f-42c7-b822-5428c24be0df,E10312,C3072,M107,1,scooter,TRUE,2023-01-11 23:53:00,2023-01-12 00:10:00,52.41148,4.86264,896782b0110695e,52.40373,4.94199,89bbd2e099fcf1e,4.51,17,16.24,3.72,0,3.72,wallet,2023-01-11
22210bbf-ad2b-411b-bb12-82d8bf9e73ed,E10232,C3362,M507,5,scooter,TRUE,2023-03-30 19:02:00,2023-03-30 19:26:00,52.09839,4.35878,8931cae901c644d,52.09078,4.24441,890657c07a7d65b,3.17,24,16.6,2.46,0,2.46,wallet,2023-03-30
57782a45-d28a-446f-9d11-721f4c31b9b0,E10336,C3299,M206,2,scooter,TRUE,2023-01-14 20:07:00,2023-01-14 20:43:00,51.96953,4.44743,89e65c00351ea3a,51.88485,4.43585,89e57c13884cba9,7.23,36,13.57,2.33,0,2.33,wallet,2023-01-14
375924cd-adcf-4983-8229-8e924a73c593,E10192,C3114,M408,4,scooter,FALSE,2023-01-26 02:12:00,2023-01-26 02:26:00,51.46161,5.43149,8974af407fa2584,51.46551,5.51436,89970c259e4a88a,4.56,14,24.08,2.25,0,2.25,wallet,2023-01-26
33de46ad-55b9-4a94-8b92-2d1ab767d338,E10230,C3100,M207,2,scooter,FALSE,2023-01-18 11:50:00,2023-01-18 12:16:00,51.89092,4.4493,89021618f5bd0be,51.88796,4.4328,8981f83aed350ea,3.98,26,12.37,3.04,0.92,3.96,wallet,2023-01-18
e0050d69-2071-48c1-aef2-107480df05af,E10237,C3555,M102,1,bike,FALSE,2023-04-17 15:59:00,2023-04-17 16:24:00,52.41143,4.90443,891cc6648135baf,52.36383,4.90332,89115ef51e65e1b,0.8,25,26.35,2.73,0,2.73,card,2023-04-17
aad9b1ed-ea02-4e92-9753-ae131fb26229,E10331,C3135,M301,3,bike,FALSE,2023-03-18 09:40:00,2023-03-18 09:58:00,52.04433,5.09984,89ce12f46fbfdfb,52.09418,5.17496,896e4bd227ee89c,5.94,18,32.66,2.16,0.1,2.26,wallet,2023-03-18
404ba210-1930-4560-ada0-08f00a11a9b6,E10348,C3251,M401,4,scooter,TRUE,2023-03-29 19:39:00,2023-03-29 19:50:00,51.4185,5.46829,891d48d5d14cf8e,51.40416,5.45413,898ed87e5a39d3c,2.98,11,29.75,2.34,0,2.34,card,2023-03-29
117346c4-43fd-44ae-8b41-6b6ddcf198ce,E10211,C3500,M301,3,bike,FALSE,2023-01-11 02:45:00,2023-01-11 03:18:00,52.0444,5.09624,892827c28a25c5e,52.1083,5.13585,89294e68a571acd,6.14,33,31.52,3.61,0,3.61,wallet,2023-01-11
37e30e21-4c3e-4458-a780-24d8979993ba,E10244,C3390,M206,2,scooter,TRUE,2023-02-16 18:12:00,2023-02-16 18:44:00,51.96856,4.44291,8941e92d9327eb4,51.88694,4.43449,89297794bd3b4ae,3.78,32,19.02,4.1,0,4.1,card,2023-02-16
d75ff90f-c591-4b38-9581-67539ea0fdf2,E10166,C3110,M406,4,scooter,FALSE,2023-03-08 14:13:00,2023-03-08 14:21:00,51.45822,5.42977,8991a6b731cb278,51.40686,5.44461,89ade0bf0a1edf8,6.32,8,29.14,3,0,3,card,2023-03-08
bf123193-3c88-4a35-9c25-b36e539774c4,E10357,C3258,M402,4,bike,TRUE,2023-04-22 21:22:00,2023-04-22 21:35:00,51.39677,5.48378,89b3c91db64a6bd,51.48122,5.44801,890d41c9b90d15a,2.27,13,23.3,2.23,0,2.23,wallet,2023-04-22
1c7a187a-19f6-4e39-8edb-5a0047d6d1f2,E10267,C3163,M307,3,scooter,TRUE,2023-02-11 18:02:00,2023-02-11 18:43:00,52.06917,5.1552,89f505b17ed8cd1,52.10963,5.13363,89a8c5137597fa7,5.47,41,32.73,3.95,0,3.95,card,2023-02-11
572b109c-ded8-4522-9b1e-2123d87beb0b,E10164,C3565,M504,5,bike,TRUE,2023-03-28 17:14:00,2023-03-28 17:38:00,52.09784,4.24868,89e1d0cc5c442e4,52.05698,4.32162,89f5ba8aeff5fa0,1.56,24,20.55,3.37,0,3.37,wallet,2023-03-28
81172e67-da71-47d2-b6ac-6ac5f01c8f04,E10230,C3136,M503,5,scooter,FALSE,2023-03-15 10:20:00,2023-03-15 11:00:00,52.06442,4.33567,89a9310f3d3ed00,52.05549,4.3226,891f3e6cd26f16a,2.66,40,14.88,3.81,0,3.81,wallet,2023-03-15
7ee8840f-8dde-41ad-8446-751a773e9977,E10184,C3429,M305,3,car,TRUE,2023-02-28 19:40:00,2023-02-28 20:22:00,52.14194,5.10104,8946cc48550b6de,52.05709,5.11409,89843485c33679c,4.36,42,28.44,3.07,1.02,4.09,wallet,2023-02-28
a20c1da0-de12-406d-966e-ba524c9b199f,E10168,C3100,M302,3,scooter,TRUE,2023-04-21 06:11:00,2023-04-21 06:31:00,52.10896,5.09013,89cc35449e022fb,52.08516,5.16309,8908d3a75e6108a,3.83,20,22.51,2.74,1.65,4.39,wallet,2023-04-21
ccbab0dd-7cf4-4279-92dd-e18a26ceaa40,E10348,C3389,M401,4,scooter,TRUE,2023-04-22 21:51:00,2023-04-22 22:26:00,51.41983,5.47519,899d2f73a5f8135,51.40939,5.45338,8935696630635a6,0.97,35,30.96,2.83,0.19,3.02,wallet,2023-04-22
be68acce-5843-4d87-bff4-51034bef3437,E10169,C3291,M308,3,bike,TRUE,2023-01-17 17:19:00,2023-01-17 17:44:00,52.14048,5.08635,89463cd5e788b94,52.0537,5.12236,8990b69a36a5b40,1.66,25,33.97,3.32,2.61,5.93,wallet,2023-01-17
57410516-35b5-49f2-afac-d20813855f37,E10232,C3529,M504,5,scooter,TRUE,2023-02-18 12:41:00,2023-02-18 12:49:00,52.09996,4.24327,891ee2337e198fa,52.02976,4.3367,89f5925526ebe56,3.14,8,14.84,3.48,0,3.48,card,2023-02-18
02c927e2-61b1-431c-9ccc-f3d94d082db6,E10275,C3375,M506,5,scooter,FALSE,2023-03-25 22:17:00,2023-03-25 22:56:00,52.09896,4.30813,89ee85d99c6b755,52.05296,4.32683,898b2cb11484fc8,5.58,39,16.81,2.3,0,2.3,card,2023-03-25
2f0ec60e-775a-491d-abc1-f75fe0ef22b1,E10355,C3182,M504,5,scooter,TRUE,2023-02-28 01:43:00,2023-02-28 01:55:00,52.1,4.2415,89790eb18e32659,52.05666,4.32393,89e316873b8b8b6,3.29,12,29.19,3,0.81,3.81,card,2023-02-28
40d96ea3-880f-48e9-bf17-a2a33b9b68cc,E10252,C3190,M205,2,bike,TRUE,2023-01-19 15:07:00,2023-01-19 15:27:00,51.92164,4.41267,8916ed7c613fdef,51.89945,4.49608,8998d49110ec5ee,4.2,20,24.96,3.2,0,3.2,wallet,2023-01-19
b8aef52d-aa1e-40c4-8bdc-6737705404ce,E10316,C3294,M405,4,bike,TRUE,2023-04-11 09:36:00,2023-04-11 09:47:00,51.44863,5.41873,897c646fa0a5f4c,51.40431,5.44663,89e04f5f087f339,2.3,11,18.38,2.69,0,2.69,wallet,2023-04-11
1888abe4-3751-456a-ba5a-ca47fa9cba24,E10181,C3408,M505,5,bike,TRUE,2023-01-31 18:28:00,2023-01-31 18:45:00,52.02934,4.28548,89d08d5d40e93aa,52.03025,4.33247,89d88ecacf1549f,2.81,17,23.82,4.39,0,4.39,card,2023-01-31
47ad4cd1-a460-4b23-9a22-ec04651ab8d5,E10241,C3694,M402,4,bike,FALSE,2023-03-25 10:41:00,2023-03-25 11:14:00,51.40076,5.48364,89e5487f8a072a8,51.4095,5.45177,895d194109a27ac,2.99,33,17.87,3.36,0.5,3.86,card,2023-03-25
db704482-76d1-4389-a574-95c88d860da2,E10197,C3656,M301,3,car,FALSE,2023-03-05 23:10:00,2023-03-05 23:21:00,52.0436,5.10151,89fea407869b7b1,52.09266,5.17518,89f15345f5da562,4.3,11,30.72,3.13,0,3.13,card,2023-03-05
5be9afff-486d-4825-9e7e-c73e26499add,E10334,C3188,M408,4,scooter,FALSE,2023-01-17 06:41:00,2023-01-17 07:30:00,51.46063,5.4317,890b6391c7b7c94,51.40611,5.45095,8919b2997dd1d14,3.93,49,16.61,3.61,0,3.61,wallet,2023-01-17
ffabfed2-6d1a-430e-a68d-5910d94ba4e4,E10216,C3380,M108,1,scooter,FALSE,2023-02-04 16:14:00,2023-02-04 17:01:00,52.3956,4.92486,8932f32af06f1db,52.36404,4.90215,89a9ce1efb56e54,6.24,47,18.3,4.09,0,4.09,card,2023-02-04
d6f0bdbb-56b1-426a-bbb9-9c211d9ace7f,E10301,C3069,M504,5,scooter,TRUE,2023-04-01 09:19:00,2023-04-01 09:48:00,52.09841,4.24251,895db5fbf61dbf2,52.09514,4.30374,89e22b65441ae4b,4.39,29,13.23,2.93,0,2.93,wallet,2023-04-01
1f8df612-1b57-474f-9d87-96800d16044e,E10289,C3230,M203,2,bike,TRUE,2023-03-16 03:40:00,2023-03-16 04:15:00,51.90569,4.46885,8909bb99b252f1c,51.91061,4.45182,89f723511ff5f1a,4.64,35,21.3,3.06,0,3.06,card,2023-03-16
2650579f-3659-4141-b394-9fb4477bb21a,E10259,C3181,M507,5,scooter,FALSE,2023-04-18 23:06:00,2023-04-18 23:44:00,52.0963,4.36184,89e9d5b99ab76c0,52.0325,4.32903,89fca1efc800843,5.06,38,26.81,3.69,0,3.69,wallet,2023-04-18
bde8850f-62c6-4747-aa0f-5552dd072b77,E10165,C3014,M502,5,scooter,FALSE,2023-01-04 02:54:00,2023-01-04 03:37:00,52.06848,4.36435,8967e3befefe5c0,52.03055,4.33207,89daf3a04054f12,4.37,43,27.38,4.37,0,4.37,card,2023-01-04
46002eca-b40a-47e3-8e9a-09db9dbe59dd,E10199,C3525,M201,2,bike,TRUE,2023-03-28 05:34:00,2023-03-28 05:44:00,51.95659,4.53078,89603cc0519668d,51.91178,4.456,890126467d9a277,1.19,10,16.06,2.27,0,2.27,wallet,2023-03-28
b80c14c7-2562-442e-b791-149818120f5d,E10226,C3211,M403,4,car,TRUE,2023-04-26 12:56:00,2023-04-26 13:30:00,51.44193,5.53407,89c00bcd3bc749e,51.40876,5.45154,89f0ec6876e4f6d,3.98,34,32.14,2.47,0,2.47,card,2023-04-26
208d6d5b-a0ae-4e20-a1c6-12b1c9a70c8d,E10171,C3065,M404,4,bike,FALSE,2023-04-03 09:09:00,2023-04-03 09:27:00,51.44568,5.41446,89c680abda8fc24,51.4071,5.45699,890b540909d5d1e,2.07,18,17.35,3.87,0,3.87,card,2023-04-03
80bc5607-3b7c-40f7-bf66-ec8ab4db52e6,E10325,C3089,M507,5,scooter,FALSE,2023-01-25 01:59:00,2023-01-25 02:30:00,52.0957,4.36009,8993fae883ca980,52.08277,4.28585,896c1522b4016b9,3.78,31,19.34,2.71,0,2.71,wallet,2023-01-25
92026f34-9b1e-4200-9e97-4a1e9985bfdb,E10323,C3540,M503,5,bike,TRUE,2023-03-03 21:12:00,2023-03-03 21:40:00,52.06559,4.3352,8935648af815a77,52.07981,4.2858,89cec25b1e3a989,2.78,28,13.11,4.3,0,4.3,card,2023-03-03
24971c80-63ab-43d9-97eb-88f097831024,E10358,C3009,M301,3,bike,FALSE,2023-03-10 13:49:00,2023-03-10 14:23:00,52.04161,5.09841,8951a64e555f46e,52.05419,5.11917,894e5cf94827c41,4.09,34,14.38,4.27,0,4.27,card,2023-03-10
28e4aa7f-58fc-4673-8518-cc8ed151db63,E10200,C3619,M104,1,car,FALSE,2023-01-19 19:27:00,2023-01-19 19:58:00,52.3639,4.91004,89c599ef642f18a,52.36081,4.90085,89b45db56e65d27,2.73,31,22.35,3.56,0,3.56,wallet,2023-01-19
2ccc8d81-ef09-4545-a09a-3e23d6d2e3fb,E10253,C3624,M501,5,scooter,TRUE,2023-04-25 20:20:00,2023-04-25 21:07:00,52.01884,4.26285,8968a58b7369b29,52.04147,4.29185,89a4b0d0032533a,4,47,18.2,3.24,0.44,3.68,wallet,2023-04-25
82e23f05-71d0-480f-bcd8-36f247024d87,E10323,C3650,M502,5,bike,TRUE,2023-04-11 04:38:00,2023-04-11 05:02:00,52.06783,4.36349,890550ff9115e68,52.09236,4.30649,897d9e6b1635859,2.06,24,12.53,2.85,0,2.85,card,2023-04-11
9090b759-ca89-45e2-887d-0f5009be2bd1,E10253,C3132,M205,2,scooter,TRUE,2023-02-25 20:28:00,2023-02-25 21:06:00,51.92087,4.41317,8973e95db4f17b9,51.95885,4.5175,8933d669a30863e,2.51,38,21.16,2.9,0,2.9,card,2023-02-25
3e6f6718-3305-407f-afa3-656049c90f96,E10263,C3317,M108,1,bike,TRUE,2023-01-06 10:03:00,2023-01-06 10:17:00,52.3974,4.92647,892f1c8d0263fd0,52.32995,4.89823,89bce44bca4e093,3.26,14,24.53,2.23,0,2.23,wallet,2023-01-06
3696da71-cf66-45b0-a71f-20f45e70527d,E10219,C3153,M508,5,scooter,TRUE,2023-04-19 07:01:00,2023-04-19 07:54:00,52.07624,4.34956,89d8da65903a729,52.05193,4.32339,8968f643edf2ff6,2.84,53,18.43,2.46,0,2.46,wallet,2023-04-19
7da6fc03-5957-4dd9-8c16-f244892a0626,E10226,C3593,M406,4,car,TRUE,2023-01-20 05:03:00,2023-01-20 05:53:00,51.45614,5.43384,897c15ee94411a3,51.408,5.45083,89222d17d9d624e,4.49,50,25.86,2.73,0,2.73,wallet,2023-01-20
649af279-dffd-48c6-8820-5012d139dd85,E10235,C3683,M403,4,bike,FALSE,2023-02-02 20:00:00,2023-02-02 20:34:00,51.4459,5.53293,89fc7d167beb67e,51.47919,5.45061,89e8f3030337f80,4.78,34,14.3,3.49,0,3.49,wallet,2023-02-02
